id,created_at,anonymized_text,topic,topic_score,sentiment,sentiment_score,conversation_id,source,entities
31,2026-09-22T08:00:31+00:00,@Ask_Spectrum @115955 Same here. when can we expect it back? Last I checked there was no hurricane in [LOCATION] [LOCATION]. What's the excuse now? #3rdWorldCountryService,technical issue,1,negative,1,c60bc804b89453d859ee160393862aca,ingest,ORG:Ask_Spectrum; LOC:Brooklyn; LOC:NY
32,2026-09-22T08:00:32+00:00,We miss you too [NAME]! Are you planning to come and visit again soon? - [NAME],praise and positive feedback,1,positive,1,a274115e1d6a7a93230cabe45011b1a8,ingest,PER:Pat; PER:Lloyd
33,2026-09-22T08:00:33+00:00,To add insult to injury I was just given another message that was worded exactly the same for the 4th time. Any real humans at Uber support?,complaint,1,negative,1,b40830e1096e0c46efa4ed25f2877704,ingest,ORG:Uber
34,2026-09-22T08:00:34+00:00,"Rest assured, many replacements come with a 1 yr limited warranty. We're always here to help! ^AW",product question,1,neutral,1,41b59f8a1d6a38463153108d199ca77c,ingest,
35,2026-09-22T08:00:35+00:00,why is it that when I go to Jack there are no tacos??????,complaint,1,negative,1,b236369359f238cc095d1e1c31e97001,ingest,ORG:Jack
36,2026-09-22T08:00:36+00:00,instance so that such instances never repeat. Appreciate your understanding. 2/2 ^MJ,complaint,1,neutral,1,73a1a3a4087d98001299dd34c06aef35,ingest,
37,2026-09-22T08:00:37+00:00,Let's help get this looked at for you. Please DM us the country you are currently in and we can go from there. [URL],technical issue,1,neutral,1,ecda9cd48996c7c140d2be02a0b9adde,ingest,
38,2026-09-22T08:00:38+00:00,@120576 can assist with this. ^PA,complaint,1,neutral,1,c95247137d7c213c1b6db26f8cfc56a2,ingest,
39,2026-09-22T08:00:39+00:00,"Hey [NAME], we're truly sorry for this experience! Happy to review further with you at __email__ if you'd like",complaint,1,neutral,1,d6b447f5e2ad7de7916109fc7efabc95,ingest,PER:Damon
40,2026-09-22T08:00:40+00:00,@AmazonHelp Yes. For last 21 days we are writing to them about our misplaced iphone but no solution. Just formal sweet replies. Cheats,delivery and shipping,1,negative,1,f6ed9ed10eaf1f4d95868477cdb631a7,ingest,ORG:AmazonHelp; MISC:iphone
41,2026-09-22T08:00:41+00:00,"Bonjour, c'est quoi le problème exactement? ^AL",complaint,1,neutral,1,cb0b1775e19dd224e22efea2c74060e9,ingest,
42,2026-09-22T08:00:42+00:00,@VirginTrains Case Reference: [ID],complaint,1,neutral,1,e62d9350d3d53b3552548d43ee19c386,ingest,ORG:VirginTrains
43,2026-09-22T08:00:43+00:00,"my number [PHONE] can't access incoming call service, plz help me",technical issue,1,negative,1,0093d531e2af3fd8c00d4132cbbf8d40,ingest,
44,2026-09-22T08:00:44+00:00,"Hi again, we’d like to investigate this further. Please write to us at [URL] and DM us your ticket ID. Thanks!",technical issue,1,neutral,1,068907e6eedecdbadd3efcdd3a1f53eb,ingest,
45,2026-09-22T08:00:45+00:00,EBay gives you 50 free listings a month and always runs more free listing promotions.,product question,1,positive,1,0c5461927ec7f23a54ecfe0ef0fe8887,ingest,ORG:EBay
46,2026-09-22T08:00:46+00:00,I understand this but it's still national cat day and I want my uber kittens,product question,1,neutral,1,d11838b178394ad63d2ee729c48d3706,ingest,ORG:uber
47,2026-09-22T08:00:47+00:00,@117128 @116329 @4299 @118425 @118422 @airtel_care @4298 @10152  money .don't know value of,billing and payments,1,neutral,1,0ceed3b289e76c7f6ac4cdd6083a0966,ingest,
48,2026-09-22T08:00:48+00:00,Un gusto ayudarte. Por favor accede al Modo Seguro&gt; Restaurar configuración predeterminada: [URL],technical issue,1,neutral,1,09b8e844c7423c01bec93867c4653217,ingest,MISC:Modo Seguro
49,2026-09-22T08:00:49+00:00,"UberEATS people don’t tip shit and the fare is way too low, you have to deliver about 15 miles so the fare can be decent. Customer don’t care how professional you can be",billing and payments,1,negative,1,2cf905d1ecbda51518d6f13bf653d6f9,ingest,ORG:UberEATS
50,2026-09-22T08:00:50+00:00,"Hi [NAME], you can select phone at the bottom of the page there. ^AT",product question,1,neutral,1,2e65ec46257d4ebc851c7028fdba7484,ingest,PER:Nina
51,2026-09-22T08:00:51+00:00,"you'v failed gf&amp;i. 50 mins on cc, appeared on App 24hrs before checkin. Have rebooked with @120200. BA have offered nohelp",complaint,1,negative,1,dd932df7871e6c2bc1e1e0329c6645e8,ingest,ORG:BA
52,2026-09-22T08:00:52+00:00,That doesn't help the customers who missed a bunch of work and you guys ain't being flexible with paying their bills,billing and payments,1,negative,1,6fc30264589ce4f912df397944fff68c,ingest,
53,2026-09-22T08:00:53+00:00,Rupay Debit Card is available as a mode of payment on Amazon website. Request to refresh your account and retry payment after a couple of minutes. ^SF,billing and payments,1,neutral,1,0d39b5f30153b7d34f8aa8793cd83b54,ingest,MISC:Rupay Debit Card; ORG:Amazon
54,2026-09-22T08:00:54+00:00,"We're sorry you're unhappy with the amount offered, [NAME]. This is determined by our baggage specialists. ^[NAME]",complaint,1,neutral,1,c805754b491516f5521db36f9ecf13c1,ingest,PER:Lynne; PER:Lynn
55,2026-09-22T08:00:55+00:00,"Thats dumb, accept feedback in whatever form you can get it.",complaint,1,negative,1,121d261f60d0fc13f12f283e5f53a39a,ingest,
56,2026-09-22T08:00:56+00:00,"We're happy to assist! Also, the pane is re-sizable so that may help! ^JK",product question,1,neutral,1,7984cbc9c85b15b3a11feacba517c28b,ingest,
57,2026-09-22T08:00:57+00:00,what is the use of Amazon? If I need to contact manufacturer. Amazon are responsible for any misconduct of manufacturer,complaint,1,negative,1,f6ed9ed10eaf1f4d95868477cdb631a7,ingest,ORG:Amazon; ORG:Amazon
58,2026-09-22T08:00:58+00:00,Hi there! What promotion are you referring to? Please let us know. - MF,billing and payments,1,neutral,1,25461b6e3420bb9241ffbc3fcb1fd10c,ingest,
59,2026-09-22T08:00:59+00:00,Sorry to hear you're having issues! Please reach out to support for assistance. Support is available 24/7. [URL] :),technical issue,1,neutral,1,3570efff52d6668ed484d98fd935741e,ingest,
60,2026-09-22T08:01:00+00:00,I'm sorry for your experience. Please contact @282583 for assistance. -B.G,complaint,1,neutral,1,19822b4e4ee072687def5dcc60c2864e,ingest,
61,2026-09-22T08:01:01+00:00,We love [LOCATION]! We haven’t previously been successful in overcoming the concerns of the community and gov leaders there.,product question,1,neutral,1,2dd4cebda9d9bf9c26e48f7a84bb7779,ingest,LOC:Vermont
62,2026-09-22T08:01:02+00:00,"Hi [NAME], we asked you for some info back on [DATE] but we can't see that this was ever received. Can you send us this info please? ^HP",complaint,1,neutral,1,ccd43cb64de7978af1366c557aa0393f,ingest,PER:Christy
63,2026-09-22T08:01:03+00:00,Get unlimited music on your mobile. Get Spotify Free. [URL],product question,1,neutral,1,22619582fc1400206f87ec66d0072d66,ingest,ORG:Spotify
64,2026-09-22T08:01:04+00:00,@119433 Doing a follow up in Service Request [ID] was created on [DATE].,complaint,1,neutral,1,dda3dd68bdae57a6f55a9411390cbecc,ingest,
65,2026-09-22T08:01:05+00:00,2/2 If you receive something that is different than what you ordered please open a case: [URL] ^CM,delivery and shipping,1,neutral,1,61e25edbfdaf15eaf038b9a7eee34b2d,ingest,
66,2026-09-22T08:01:06+00:00,Any update here.? It has been more than 10 days #idea#jio#trai#,complaint,1,negative,1,2bd3cdc59673ee5a64e994179e9e1553,ingest,ORG:idea; ORG:jio; ORG:trai
67,2026-09-22T08:01:07+00:00,"If you've shared your details, we will look into it and get back to you with an update shortly. ^SQ",complaint,1,neutral,1,d8590328ec7dc4930c36c23a550974d9,ingest,
68,2026-09-22T08:01:08+00:00,10 days and *NO* calls from any Amazon representative.,complaint,1,negative,1,0238bf8be49f536abc8f6670b766caa7,ingest,ORG:Amazon
69,2026-09-22T08:01:09+00:00,Looks like we have not received your details earlier. Please drop in your details here: 1/2^SB,complaint,1,neutral,1,0238bf8be49f536abc8f6670b766caa7,ingest,
70,2026-09-22T08:01:10+00:00,Hi there. Are you able to confirm if this email has details regarding a [LOCATION] card or a [LOCATION] card application? ^E,account management,1,neutral,1,0a66f7f18d24e1baadd1d7e335909dd6,ingest,LOC:UK; LOC:US
71,2026-09-22T08:01:11+00:00,Hello [NAME]. Have you used the unsubscribe link at the bottom of the message? Have you tried deleting/re-creating the filter? ^SS,technical issue,1,neutral,1,54a5d819d84e86338cced6a5485fe12e,ingest,PER:Gloria
72,2026-09-22T08:01:12+00:00,the owner needs A fucking Punch to the Face Go Back To [LOCATION] You FAKE Patriot SPIC,complaint,1,negative,1,f4c21d8ed1a033d1c26177fb5e8d5835,ingest,LOC:Mexico
73,2026-09-22T08:01:13+00:00,@ATVIAssist WHEN ARE WE GETTING NEW UPDATE I GOT THE RSA INDTERDICTION OUT OF MY TRIPLE PLAY 😭😭😭,technical issue,1,negative,1,34e58c75288dadca6ed9fb51b5de78a9,ingest,ORG:ATVIAssist; MISC:RSA INDTERDICTION
74,2026-09-22T08:01:14+00:00,"@773566 Service providers (like Verizon, directive, etc. ) want to charge extra money for internet services",billing and payments,1,negative,1,39149199bce30618134d2b4ba27d8669,ingest,ORG:Verizon
75,2026-09-22T08:01:15+00:00,Thanks fixed!!,praise and positive feedback,1,positive,1,d44003cb6be8cff88c4f9ef9fd31b820,ingest,
76,2026-09-22T08:01:16+00:00,Here to help! Send us a note via [URL] so our team can connect.,complaint,1,neutral,1,2ebba35de780d434b1068cd52787164b,ingest,
77,2026-09-22T08:01:17+00:00,Since this tweet I've continued to be charged on my monthly bill for insurance I asked to be cancelled. It's ridiculous and I want a refund,billing and payments,1,negative,1,c43b4eb4985adbffbdbe88c865d25814,ingest,
78,2026-09-22T08:01:18+00:00,It shouldn't take over a week to give a justification for an app permission. That information should be in the app description.,product question,1,negative,1,8910f41d3f22b34450934ea4c13eacf5,ingest,
79,2026-09-22T08:01:19+00:00,I do have the cable and HP Support Assistant - and it was fine before changing router info.,technical issue,1,neutral,1,bf937f97a46c30cf920aacbc724f8068,ingest,MISC:HP Support Assistant
80,2026-09-22T08:01:20+00:00,"@nationalrailenq Forgive me piggybacking on your old chat; this appears to still be a problem, I've had with this website for months. No sign of fixing yet..",technical issue,1,negative,1,5f80c2d722bbb5ffc940486bdf579656,ingest,ORG:nationalrailenq
81,2026-09-22T08:01:21+00:00,I can see the ticket on my device but the app crashes every time I try to access.,technical issue,1,negative,1,f66f3411311a6c877dfdf5b5332a308a,ingest,
82,2026-09-22T08:01:22+00:00,I am sorry that we missed your message but we are unable to assist with overcharges on Contactless over social media.,billing and payments,1,neutral,1,01d0dcd5231c182d5f8b18566dae662d,ingest,MISC:Contactless
83,2026-09-22T08:01:23+00:00,Great! Glad to hear it's working. Just let us know if we can help with anything else. [URL] /GK,technical issue,1,positive,1,5dc8e2c4fdedc08ee668752c81116772,ingest,
84,2026-09-22T08:01:24+00:00,"@116245 #Argos Now, nearly 5 years of telling you that there is ONLY 1 town called [LOCATION] in the [LOCATION]. Yet still you can not remove the error from your database. Still the same problem. Who do I need to speak to in your organisation to get this fixed? [URL]",technical issue,1,negative,1,422da1e7dd02d55c142b6b5c01856e03,ingest,ORG:Argos; LOC:Northampton; LOC:UK
85,2026-09-22T08:01:25+00:00,[PHONE],account management,1,neutral,1,719653e675f24537d4cb647537a2a04f,ingest,
86,2026-09-22T08:01:26+00:00,@684585 I was told that when I complained about @Morrisons only displaying #Sun #DailyMail and #Express - nothing changed.,complaint,1,negative,1,14b84bbef2453395f8909e3f25dcb012,ingest,ORG:Morrisons; ORG:Sun; ORG:DailyMail; ORG:Express
87,2026-09-22T08:01:27+00:00,So many spam wordpress signups from @123196.com addresses...,technical issue,1,negative,1,156a0ff31a18308439d087b50c7540bf,ingest,MISC:wordpress
88,2026-09-22T08:01:28+00:00,save search emails are not being sent. My guess: tell developers a cron job stopped. Bug has been here for a few days missing emails.,technical issue,1,negative,1,6a011737145e0f4f8c90f58ddcbaeafd,ingest,
89,2026-09-22T08:01:29+00:00,"Hello @478156, kindly state the exact issue for prompt assistance. Thank you. ^[NAME]",complaint,1,neutral,1,d0e1f439691f35de3b10d26a6351193e,ingest,PER:OFunmi
90,2026-09-22T08:01:30+00:00,No one should ever deal with chase!,complaint,1,negative,1,59f01d0a6449a13fcc89f67cedd1be7d,ingest,ORG:chase
91,2026-09-22T08:01:31+00:00,"Hi, [NAME]. Thanks for reaching out, please check out the following page to submit your inquiry: [URL]",complaint,1,neutral,1,36c4a37a4bbf65c51a1fafe7ab5ccb2f,ingest,PER:Bev
92,2026-09-22T08:01:32+00:00,@Tesco i dont know,complaint,1,neutral,1,83663864fbd1775ce2ce02aeb1e96109,ingest,
93,2026-09-22T08:01:33+00:00,"this is not the first time when its delayed ..  now pls share by when l""ll get my order ..",delivery and shipping,1,negative,1,9a90f3e2ffee3e5fdcb37f166dd4ff8a,ingest,
94,2026-09-22T08:01:34+00:00,"Hello @360284, apologies on your experience. Please provide the affected mobile number via DM for assistance. Thank you. ^ED",technical issue,1,neutral,1,3f117d063bf44b95e483560308a578db,ingest,
95,2026-09-22T08:01:35+00:00,Hey [NAME]. I'm so sorry! Could you send us the barcode and tell us what store you bought this from? [NAME],complaint,1,neutral,1,11e09d04c52d1214e82c01684ed6a144,ingest,PER:Tayla; PER:Goldie
96,2026-09-22T08:01:36+00:00,"Hello @120605, apologies on your experience. Kindly provide your mobile number along with your phone type for checks and (1/2)",technical issue,1,neutral,1,0ceed3b289e76c7f6ac4cdd6083a0966,ingest,
97,2026-09-22T08:01:37+00:00,@120603 @116329 hi jio - can u help my network transfer from airtel to jio ?  This should irritate airtel and shows,cancellation,1,negative,1,0ceed3b289e76c7f6ac4cdd6083a0966,ingest,ORG:jio; ORG:airtel; ORG:jio; ORG:airtel
98,2026-09-22T08:01:38+00:00,"Hello, please send us the affected number via DM. ^KP @119433",technical issue,1,neutral,1,dd7d4813234db73dafa71eceba250c9f,ingest,
99,2026-09-22T08:01:39+00:00,It's been a big trouble for the past 2 weeks. Please resolve it asap!,complaint,1,negative,1,82bafae754cf870e07ca1371cc5c60fb,ingest,
100,2026-09-22T08:01:40+00:00,Hey @148884 @HotelTonightCX pls help I need v special hotel in [LOCATION] Friday? I've been nominated for an @12136 &amp; forgot to book,product question,1,neutral,1,a89b53c5bfe34b86fba0883418475d98,ingest,ORG:HotelTonightCX; LOC:Liverpool
101,2026-09-22T08:01:41+00:00,"Tried asking question on CC website and error ""Certain special characters not allowed"" but does not tell what char isn't allowed",technical issue,1,negative,1,84e1ff8a2651456b760d01c0aecb59d5,ingest,
102,2026-09-22T08:01:42+00:00,"@4030 @118702 @115937 @4110 @4168 @119356 @115821 @131283 @144775 @2517 Dear Amazon, People trust on your brand name when they buy anything from your website. Why do you want to fool innocent customers.Stop Scams",complaint,1,negative,1,69501997e5ad7a95f0eb17c6e3d4458b,ingest,ORG:Amazon
103,2026-09-22T08:01:43+00:00,Been waiting in line for over 40 minutes here at @JackBox. So uncalled for. Terrible customer service. There is no need to wait this long.,complaint,1,negative,1,b93ba1aecc2b04401cbf2c90167ffc10,ingest,ORG:JackBox
104,2026-09-22T08:01:44+00:00,"Please don't provide your details, as we consider it to be personal information. Our Twitter page is visible to the public. ^AM",account management,1,neutral,1,4c83cb8981ef78169bb5c6caab57cc42,ingest,ORG:Twitter
105,2026-09-22T08:01:45+00:00,@398194 u went from usable. Functional. Easy navigate to a bloated 'pretty' disaster where the designed doesnt seem to care about anything but looks,complaint,1,negative,1,1793f3e1018256235296efcebc8de7a1,ingest,
106,2026-09-22T08:01:46+00:00,You can send the request to: Citibank Service Center c/o Branch and Client Services [LOCATION],account management,1,neutral,1,f6ebea9c4dba67d93d15a0d3d1252482,ingest,ORG:Citibank Service Center; LOC:San Antonio; LOC:TX
107,2026-09-22T08:01:47+00:00,"Hey Spotify, this is happening again. I can't possibly be logging in and out / restarting each time this happens? :(",technical issue,1,negative,1,dad82925efef905136ab9d7650063136,ingest,ORG:Spotify
108,2026-09-22T08:01:48+00:00,[ID] Confirmed. Ksh160.00 paid to NEW HOPE CHEMIST..1 on [DATE] at [DATE].wrong till # ([PHONE]) kindly help,billing and payments,1,negative,1,d3cd9c2391ab5e3232620bf336582dad,ingest,ORG:NEW HOPE CHEMIST
109,2026-09-22T08:01:49+00:00,"All flights are open seating, and we don't have a policy for or against saving seats. We apologize for any frustration. ^CD",product question,1,neutral,1,6d5f9726cce765437d249d9eb8ca2e3f,ingest,
110,2026-09-22T08:01:50+00:00,I have been shocking how fraudsters are registering similar domains to yours and extracting money from people,complaint,1,negative,1,6a0d9952077b5807afd85dade36409cc,ingest,
111,2026-09-22T08:01:51+00:00,passenger Dr [NAME] [PHONE]/ __email__,account management,1,neutral,1,1714637f806c7ba3bc9e4102754cbc47,ingest,PER:Ashvin Shah
112,2026-09-22T08:01:52+00:00,@AldiUK Cheers @536970 I'd appreciate that. Thanks,praise and positive feedback,1,positive,1,97e4660ea7d4f9b553564f4ea99938e1,ingest,ORG:AldiUK
113,2026-09-22T08:01:53+00:00,Oh no! We’re so sorry to hear that.  Can you send us a private message with details about your experience. Which location did you go to?,complaint,1,neutral,1,9b374edd50a2549a6dc4eae15596d02d,ingest,
114,2026-09-22T08:01:54+00:00,I wanted this deal.  To bad I am a sprint customer.  Was basically told go to another carrier.,billing and payments,1,negative,1,e298a1f431dbdff355cabf92f0ddd099,ingest,ORG:sprint
115,2026-09-22T08:01:55+00:00,"Mortgages, LifeLock, [NAME] products, liberty mutual, lasik, Harp, Vonage etc. None with legit domain addresses.",complaint,1,negative,1,54a5d819d84e86338cced6a5485fe12e,ingest,ORG:LifeLock; PER:Cindy Crawford; ORG:liberty mutual; MISC:lasik; MISC:Harp; ORG:Vonage
116,2026-09-22T08:01:56+00:00,Thanks. It seems crazy to sell a BA ticket at BA prices but not provide the benefits of Silver status. I may as well pay for AerLingus!,complaint,1,negative,1,53fae7ba0e42a74f2f6e8946ecf4f285,ingest,ORG:BA; ORG:BA; MISC:Silver; ORG:AerLingus
117,2026-09-22T08:01:57+00:00,@AskLyft @195340 Sad - I agree - very hard pill to swallow -#LyftLoyalist,complaint,1,negative,1,a7d2625cf1de2faac9ae3ff2ff3cb482,ingest,ORG:AskLyft; MISC:LyftLoyalist
118,2026-09-22T08:01:58+00:00,"Hi There, you may pre-book Baggage Allowance online via Manage my Booking up 4 hours before departure. Thank you. -[NAME]",product question,1,neutral,1,ded2b2915faca738fe99e96526c15378,ingest,MISC:Manage my Booking; PER:Prabu
119,2026-09-22T08:01:59+00:00,@118342 @173705 @115851 My sincere apologies for disturbing you but now you are the only hope in this case of digital fraud.,complaint,1,negative,1,e6a04da28df2c40b06ae83f92f740332,ingest,
120,2026-09-22T08:02:00+00:00,"When you signed your contract, it would have stated this was a business contract that you were taking out.",account management,1,neutral,1,ac852511abe6839f26b1a00ad1488f9a,ingest,
121,2026-09-22T08:02:01+00:00,You can add an exception for this folder in Norton. What Norton program do you use? -[NAME],technical issue,1,neutral,1,048358da4fe91980bb9a09bad0c6a10d,ingest,ORG:Norton; ORG:Norton; PER:Anirban
122,2026-09-22T08:02:02+00:00,help? Reinstalled already. [URL],technical issue,1,negative,1,a59afadc4e3b4271c342a809e144bf1b,ingest,
123,2026-09-22T08:02:03+00:00,@202391 Why is this the only post in the thread that you respond to,complaint,1,negative,1,bc7659ddd8b2b760370109c27cfc257c,ingest,
124,2026-09-22T08:02:04+00:00,why HBO documentaries never updated? Its been two years. Verizon always updated it.,complaint,1,negative,1,c6633cc9d202591bb77f8add8e247224,ingest,ORG:HBO; ORG:Verizon
125,2026-09-22T08:02:05+00:00,Dont contact me unless you plan to fix my problems. Ive got zero options except you.,complaint,1,negative,1,04eb8c999907931226add41538a17631,ingest,
126,2026-09-22T08:02:06+00:00,"With #topbonus now being officially retired from #OneWorld, any plans to match the status of former elites?",account management,1,neutral,1,40a1053409d3ebc2b4c05592a89c2bc3,ingest,MISC:topbonus; ORG:OneWorld
127,2026-09-22T08:02:07+00:00,Explore the birthplace of jazz &amp; blues w/ singer/songwriter @162047 as he joins the music #weekenders. [URL],product question,1,neutral,1,0de389cb81d38a600dbdba8c33d77a2c,ingest,
128,2026-09-22T08:02:08+00:00,"Hello @453781, apologies on your experience. Please note that refund can not be made for such services. However, the service (1/2)",billing and payments,1,neutral,1,9a89544a7c3cf7610e92f4ed46e54179,ingest,
129,2026-09-22T08:02:09+00:00,"Hi [NAME], I am sorry, this is not something we would provide feedback to you for. It is for internal use only. TY - [NAME]",complaint,1,neutral,1,ac84bba8f99fbbb1becac7acda233161,ingest,PER:Sylva; PER:Chris
130,2026-09-22T08:02:10+00:00,#asurion cell phone insurance does not honor their contract. Battery drains constantly. Won't replace. #fraud,complaint,1,negative,1,f24f1da704ca845d0f809fe3208a65aa,ingest,ORG:asurion
131,2026-09-22T08:02:11+00:00,"[NAME], how can I pm y? I tried and it won't let me. I really like to get my T-mobile issue resolve. Thank you.",complaint,1,neutral,1,cdfe368b6cbe3beacd8cd9e50cb89e69,ingest,PER:John Legere; ORG:T-mobile
132,2026-09-22T08:02:12+00:00,"Hi there! Unfortunately, this page does not support Spanish as a language. I recommend reaching out to the Spanis... [URL]",product question,1,neutral,1,fd3d238a0b2c2fe01413e30c474c4c25,ingest,MISC:Spanish
133,2026-09-22T08:02:13+00:00,"Hi [NAME], we apologize for the experience you had and we are here to help. A dedicated Case Manager follow up with you. Thank you.",complaint,1,neutral,1,79e182f5c6c90eb6a3fe15c981d69e7e,ingest,PER:Barbara
