id,created_at,anonymized_text,topic,topic_score,sentiment,sentiment_score,conversation_id,source,engine,provider,model,latency_ms,cost_usd,entities
586,2026-09-22T11:40:27+00:00,Hello Do you know you can stop your screen from rotating by simply tapping the rotation lock in the notification shade? Thank you for (1/2),praise and positive feedback,0.6,positive,0.75,,ingest,llm,anthropic,claude-haiku-4-5,2021,0.0034079999999999996,MISC:notification shade
585,2026-09-22T11:40:27+00:00,The movie will be billed and then credited to the account. <ID_NUMBER_1>,billing and payments,0.95,neutral,0.85,,ingest,llm,anthropic,claude-haiku-4-5,1962,0.0031279999999999997,MISC:The movie; MISC:the account
584,2026-09-22T11:40:27+00:00,<PERSON_1> since when,product question,0.3,neutral,0.6,,ingest,llm,anthropic,claude-haiku-4-5,1668,0.002822,
583,2026-09-22T11:40:27+00:00,[REDACTED]? ^DW,technical issue,0.1,neutral,0.5,,ingest,llm,anthropic,claude-haiku-4-5,1574,0.002796,
582,2026-09-22T11:40:27+00:00,@[REDACTED] @TMobileHelp @[REDACTED] @[REDACTED] sure...if I can. Data is barely working.,technical issue,0.9,negative,0.85,,ingest,llm,anthropic,claude-haiku-4-5,2167,0.003441,ORG:TMobileHelp
581,2026-09-22T11:40:27+00:00,@<PERSON_1> talking to paypal not you. just commenting to show that your experience with <PERSON_2> isn't universal,billing and payments,0.3,neutral,0.7,,ingest,llm,anthropic,claude-haiku-4-5,2159,0.003319,ORG:paypal; MISC:NAME
580,2026-09-22T11:40:27+00:00,I've been on hold for <DATE_TIME_1> on the skymiles 800 number line. I am now remebering why i quit flying @delta <DATE_TIME_1>!,complaint,0.9,negative,0.92,,ingest,llm,anthropic,claude-haiku-4-5,2773,0.004033,ORG:skymiles; ORG:delta
579,2026-09-22T11:40:27+00:00,I left a message for you <DATE_TIME_1> with additional information. Please let me know if you need anything further. <PERSON_1>,account management,0.3,neutral,0.85,,ingest,llm,anthropic,claude-haiku-4-5,2511,0.0037479999999999996,MISC:message
578,2026-09-22T11:40:27+00:00,I haven't - I've been having problems doing it on the web player,technical issue,0.85,negative,0.75,,ingest,llm,anthropic,claude-haiku-4-5,1454,0.002747,
577,2026-09-22T11:40:27+00:00,"Great question, <PERSON_1>! DM us so we can talk more about your options! *MelindaR",praise and positive feedback,0.8,positive,0.95,,ingest,llm,anthropic,claude-haiku-4-5,1710,0.003077,PER:MelindaR
576,2026-09-22T11:40:27+00:00,Still waiting for an explanation as to why my account was closed!,complaint,0.95,negative,0.9,,ingest,llm,anthropic,claude-haiku-4-5,1905,0.003125,
575,2026-09-22T11:40:27+00:00,<LOCATION_1> Uninstalled <DATE_TIME_1>. Disabling all Lyft notifications to turn off intrusive ads (including pickup status) throws the baby out with the bathwater. This is a dealbreaker. <ID_NUMBER_1>. (android),complaint,0.95,negative,0.95,,ingest,llm,anthropic,claude-haiku-4-5,3745,0.003546,ORG:Lyft
574,2026-09-22T11:40:27+00:00,A digital wallet is a third-party payment application that allows clients to make purchases without their physical card.^kb,billing and payments,0.9,neutral,0.95,,ingest,llm,anthropic,claude-haiku-4-5,1782,0.003035,MISC:digital wallet; MISC:third-party payment application
573,2026-09-22T11:40:27+00:00,"Hi <PERSON_1>, we're following you now if you need to DM us. Let us know more about your query. ^L",praise and positive feedback,0.2,positive,0.75,,ingest,llm,anthropic,claude-haiku-4-5,2257,0.003414,
572,2026-09-22T11:40:27+00:00,they don't tell you about the surge cost though I paid £18.67 to travel 3 miles !! #ripoff,billing and payments,0.95,negative,0.95,,ingest,llm,anthropic,claude-haiku-4-5,2025,0.003065,MISC:£18.67; MISC:3 miles
571,2026-09-22T11:40:27+00:00,"@[REDACTED] Hi [NAME], are you booking via our website or @[REDACTED] ? ^HP",product question,0.3,neutral,0.85,,ingest,llm,anthropic,claude-haiku-4-5,1498,0.0028129999999999995,
570,2026-09-22T11:40:27+00:00,Sorry to hear that. Could you send us a direct message to collect a few information and help you with that? -<PERSON_1>,complaint,0.3,neutral,0.75,,ingest,llm,anthropic,claude-haiku-4-5,1896,0.003079,PER:Dinesh
569,2026-09-22T11:40:27+00:00,"@<PERSON_1> lack of transmitter network in <LOCATION_1> ,<LOCATION_2> ,<PERSON_2> division <ID_NUMBER_1> location ...",technical issue,0.8,negative,0.85,,ingest,llm,anthropic,claude-haiku-4-5,2973,0.00439,ORG:division
568,2026-09-22T11:40:27+00:00,"Hello @[REDACTED], apologies on your experience. Kindly provide your mobile number via DM for checks and assistance. Thank you. ^CIA",complaint,0.4,neutral,0.85,,ingest,llm,anthropic,claude-haiku-4-5,2410,0.003425,ORG:CIA
567,2026-09-22T11:40:27+00:00,"<PERSON_1> How come they are no points given on my new purchase of flight , i only see points frm previous balance, isnt it auto update, Pls advise, TQ",product question,0.8,negative,0.75,,ingest,llm,anthropic,claude-haiku-4-5,2369,0.0036750000000000003,MISC:flight
566,2026-09-22T11:40:27+00:00,"<PERSON_1>,  let us know if you still need help. Please provide the previously requested info only. Kind Regards, <PERSON_2> <LOCATION_1>",account management,0.2,neutral,0.85,,ingest,llm,anthropic,claude-haiku-4-5,2170,0.0033629999999999997,PER:SJ
565,2026-09-22T11:40:27+00:00,Can I know how to claim back the Big Points?,product question,0.8,neutral,0.9,,ingest,llm,anthropic,claude-haiku-4-5,1608,0.0028079999999999997,
564,2026-09-22T11:40:27+00:00,pls tell me why i got 2 things of hashbrowns instead of a bagel with cc and why ur frozen ice coffee tastes like COUGH SYRUP,complaint,0.95,negative,0.95,,ingest,llm,anthropic,claude-haiku-4-5,2152,0.003365,MISC:hashbrowns; MISC:bagel with cc; MISC:frozen ice coffee
563,2026-09-22T11:40:27+00:00,"Hi, we are following up on your request under ticket no. 1-DAPT4JV. We will advise once done within <DATE_TIME_1>. ^NO",account management,0.15,neutral,0.85,,ingest,llm,anthropic,claude-haiku-4-5,2338,0.003687,MISC:1-DAPT4JV
562,2026-09-22T11:40:27+00:00,Last leg. [LOCATION] - #Göteborg 🇸🇪 [URL],delivery and shipping,0.3,neutral,0.6,,ingest,llm,anthropic,claude-haiku-4-5,2059,0.002915,LOC:Göteborg
561,2026-09-22T11:40:27+00:00,<ORGANIZATION_1> has provided poor <ORGANIZATION_2> or completely failed to provide svc <DATE_TIME_1> since they installed their new system. Won't issue credit,complaint,0.95,negative,0.95,,ingest,llm,anthropic,claude-haiku-4-5,2687,0.004036,ORG:[REDACTED]
560,2026-09-22T11:40:27+00:00,@<EMAIL_ADDRESS_1> Hello <PERSON_1> as agreed we will give you <LOCATION_1>sue has been raised on ticket number:1-CQB7C1I for follow up.^TM,account management,0.3,neutral,0.8,,ingest,llm,anthropic,claude-haiku-4-5,3757,0.003495,MISC:1-CQB7C1I
559,2026-09-22T11:40:27+00:00,Distance makes the heart grow fonder when you're on #TigoNightFix Stay connected with loved ones from <DATE_TIME_1>. Dial *500*4# to subscribe <ORGANIZATION_1>,product question,0.4,positive,0.75,,ingest,llm,anthropic,claude-haiku-4-5,3674,0.0034470000000000004,MISC:TigoNightFix; MISC:*500*4#
558,2026-09-22T11:40:27+00:00,"ordered my first box <DATE_TIME_1>, still hasn't arrived :(",delivery and shipping,0.95,negative,0.85,,ingest,llm,anthropic,claude-haiku-4-5,2342,0.003515,MISC:box
557,2026-09-22T11:40:27+00:00,@<PERSON_1> i have been to apple about this and it is <PERSON_2>,complaint,0.4,neutral,0.6,,ingest,llm,anthropic,claude-haiku-4-5,1943,0.0031609999999999997,ORG:apple
556,2026-09-22T11:40:27+00:00,Thank you for following up! We can see you've been able to connect with a member of our team within in-app support.,praise and positive feedback,0.7,positive,0.85,,ingest,llm,anthropic,claude-haiku-4-5,1455,0.0028139999999999997,
555,2026-09-22T11:40:27+00:00,ok let me engage him,billing and payments,0.0,neutral,0.8,,ingest,llm,anthropic,claude-haiku-4-5,1691,0.0030819999999999997,
554,2026-09-22T11:40:27+00:00,"Hi <PERSON_1>, keep an eye on our social media pages. We'll announce it when <MISC_1> update is released for <MISC_2>. <PERSON_2> OPPO Care",praise and positive feedback,0.4,neutral,0.75,,ingest,llm,anthropic,claude-haiku-4-5,2453,0.003693,PER:Rishi; ORG:OPPO
553,2026-09-22T11:40:27+00:00,We would never brush you off. We're right here if you change your mind.,cancellation,0.85,positive,0.85,,ingest,llm,anthropic,claude-haiku-4-5,1660,0.003149,
552,2026-09-22T11:40:27+00:00,Yes i got the font uninstalled successfully. thank you!,praise and positive feedback,0.8,positive,0.95,,ingest,llm,anthropic,claude-haiku-4-5,1433,0.00273,
551,2026-09-22T11:40:27+00:00,"Hi, we're sorry we don't have any further information on WiFi on our fleet at the moment. ^<PERSON_1>",technical issue,0.8,neutral,0.7,,ingest,llm,anthropic,claude-haiku-4-5,1880,0.003161,MISC:WiFi; PER:Lynn
550,2026-09-22T11:40:27+00:00,Really? Seriously?? Give me a break.,complaint,0.8,negative,0.85,,ingest,llm,anthropic,claude-haiku-4-5,1732,0.0031130000000000003,
549,2026-09-22T11:40:27+00:00,We unfortunately don't foresee it becoming available for international shipment in the near future.,delivery and shipping,0.9,negative,0.75,,ingest,llm,anthropic,claude-haiku-4-5,1566,0.0028510000000000002,
548,2026-09-22T11:40:27+00:00,"So that we may look at what options may be available, please contact us by phone here: [URL]",account management,0.2,neutral,0.85,,ingest,llm,anthropic,claude-haiku-4-5,1629,0.002874,
547,2026-09-22T11:40:27+00:00,makes sense that after a driver gets 2 a certain amount that the express pay processing fee doesn't  cover the merchant fees causing reviews,billing and payments,0.85,negative,0.75,,ingest,llm,anthropic,claude-haiku-4-5,1617,0.0029100000000000003,
546,2026-09-22T11:40:27+00:00,We currently do not have tracking services. ^RO,delivery and shipping,0.85,neutral,0.8,,ingest,llm,anthropic,claude-haiku-4-5,1612,0.0028079999999999997,
545,2026-09-22T11:40:27+00:00,Is this happening with every item you are trying to order <PERSON_1>? ^KM,technical issue,0.6,neutral,0.75,,ingest,llm,anthropic,claude-haiku-4-5,1941,0.003015,MISC:NAME
544,2026-09-22T11:40:27+00:00,Pls call <PHONE_NUMBER_1> and we can review!!,account management,0.3,positive,0.7,,ingest,llm,anthropic,claude-haiku-4-5,1700,0.002906,
543,2026-09-22T11:40:27+00:00,"We will raise this concern,please bear us sometime we will get back to you. Regards, <PERSON_1>",complaint,0.6,neutral,0.75,,ingest,llm,anthropic,claude-haiku-4-5,2133,0.003555,PER:NAME
542,2026-09-22T11:40:27+00:00,"<DATE_TIME_1>, another blank email - stand by for some more inept lame excuses.... <LOCATION_1>",complaint,0.85,negative,0.92,,ingest,llm,anthropic,claude-haiku-4-5,2299,0.003579,
541,2026-09-22T11:40:27+00:00,There isn't unfortunately [NAME] :( Sorry we understand it must be inconvenient.,complaint,0.4,negative,0.7,,ingest,llm,anthropic,claude-haiku-4-5,1583,0.0028510000000000002,
540,2026-09-22T11:40:27+00:00,Hi <PERSON_1>. Sorry for the delay <DATE_TIME_1>. Are you referring to the 18:05 service? <PERSON_2>,product question,0.6,neutral,0.7,,ingest,llm,anthropic,claude-haiku-4-5,2762,0.004125,PER:Guy; PER:Rachel
539,2026-09-22T11:40:27+00:00,"@VirginAmerica If I don't use all of my #VirginAmerica travel bank by <DATE_TIME_1>, would I risk losing all of that?",product question,0.8,neutral,0.75,,ingest,llm,anthropic,claude-haiku-4-5,2545,0.0038529999999999997,ORG:VirginAmerica; ORG:Virgin America
538,2026-09-22T11:40:27+00:00,"@AmazonHelp I will not pay a penny às you are selling <ID_NUMBER_1> damaged <LOCATION_1> in collaboration with <ORGANIZATION_1>, i will go to consumer court",complaint,0.9,negative,0.95,,ingest,llm,anthropic,claude-haiku-4-5,2288,0.00356,ORG:AmazonHelp; ORG:consumer court
537,2026-09-22T11:40:27+00:00,I want to see the winner list of [REDACTED] secret door contest. Send me the link.,product question,0.7,neutral,0.8,,ingest,llm,anthropic,claude-haiku-4-5,1479,0.002784,
536,2026-09-22T11:40:27+00:00,Please drop the details in the link here: [URL] to assist you [LOCATION],account management,0.4,neutral,0.8,,ingest,llm,anthropic,claude-haiku-4-5,2120,0.0035110000000000002,MISC:[URL]; LOC:[LOCATION]
535,2026-09-22T11:40:27+00:00,"You're welcome, <PERSON_1>. Glad it's sorted - <PERSON_2> :)",praise and positive feedback,0.8,positive,0.95,,ingest,llm,anthropic,claude-haiku-4-5,1958,0.003242,PER:Will; PER:Laura
534,2026-09-22T11:40:27+00:00,@<PERSON_1> @LondonMidland The train from stoke to <LOCATION_1> via <LOCATION_2> midland crewe or <PERSON_2> same speed. <DATE_TIME_1> but car <DATE_TIME_2> national express 1hr <PERSON_3> slow,complaint,0.85,negative,0.75,,ingest,llm,anthropic,claude-haiku-4-5,3273,0.00479,LOC:stoke; ORG:LondonMidland; ORG:midland; LOC:crewe; ORG:national express
533,2026-09-22T11:40:27+00:00,So if I charge an apple device everyday for [DATE] it will not damage the battery? What if I charge it for [DATE] straight everyday?,product question,0.9,neutral,0.85,,ingest,llm,anthropic,claude-haiku-4-5,1532,0.002843,
532,2026-09-22T11:40:27+00:00,"Well there is no email, so I am on <PERSON_2> if that helps <PERSON_2>, thank you",account management,0.6,neutral,0.7,,ingest,llm,anthropic,claude-haiku-4-5,2394,0.003759,MISC:NAME
531,2026-09-22T11:40:27+00:00,@ATVIAssist Thanks.. It did the same by my😅,technical issue,0.3,neutral,0.6,,ingest,llm,anthropic,claude-haiku-4-5,1629,0.002888,ORG:ATVIAssist
530,2026-09-22T11:40:27+00:00,@[REDACTED] Haha! Look at this,praise and positive feedback,0.2,neutral,0.6,,ingest,llm,anthropic,claude-haiku-4-5,1400,0.0027349999999999996,
529,2026-09-22T11:40:27+00:00,please address my [REDACTED] [REDACTED] is registered on [DATE] 04:12a.m. facing [LOCATION] issue very badly at home.,complaint,0.75,negative,0.85,,ingest,llm,anthropic,claude-haiku-4-5,1972,0.0032300000000000002,MISC:[REDACTED]; MISC:[DATE]; LOC:[LOCATION]
528,2026-09-22T11:40:27+00:00,"We understand your [URL] will get a positive resolution soon,so please bear with us for some time.",technical issue,0.3,neutral,0.7,,ingest,llm,anthropic,claude-haiku-4-5,1592,0.002869,
527,2026-09-22T11:40:27+00:00,Here to help! Please send us a note via [URL] so our team can connect.,praise and positive feedback,0.9,positive,0.8,,ingest,llm,anthropic,claude-haiku-4-5,1577,0.0028529999999999996,
526,2026-09-22T11:40:27+00:00,"@AirbnbHelp @[REDACTED] @[REDACTED] @[REDACTED] Sorry to Airbnb for misrepresenting. I don't normally tweet ranty negative things like that. But I'm not feeling *that* sorry, because sometimes you have to call things out when they're unacceptable and I've been seeing this more and more recently.",complaint,0.85,negative,0.65,,ingest,llm,anthropic,claude-haiku-4-5,2619,0.003937,ORG:AirbnbHelp; ORG:Airbnb
525,2026-09-22T11:40:27+00:00,"Join me, <PERSON_1> CEO, because no other CEO is going to pop into your timeline and offer you a chance to win FREE stuff! 🎉",praise and positive feedback,0.75,positive,0.85,,ingest,llm,anthropic,claude-haiku-4-5,1734,0.003117,MISC:CEO
524,2026-09-22T11:40:27+00:00,Team still no solution in this,complaint,0.75,negative,0.85,,ingest,llm,anthropic,claude-haiku-4-5,1560,0.002693,
523,2026-09-22T11:40:27+00:00,@<PERSON_1> <URL_1> Could you play this the next time @97048 flies with us? 😂,praise and positive feedback,0.8,positive,0.85,,ingest,llm,anthropic,claude-haiku-4-5,2448,0.0037740000000000004,MISC:@97048
522,2026-09-22T11:40:27+00:00,We've assisted you on call.^JM,praise and positive feedback,0.3,neutral,0.75,,ingest,llm,anthropic,claude-haiku-4-5,1516,0.002802,
521,2026-09-22T11:40:27+00:00,@<ORGANIZATION_1> Every other option has a downside. Satellite… Fucks up in rainy weather. And in order to get Internet that's worth a shit they make it so,complaint,0.85,negative,0.95,,ingest,llm,anthropic,claude-haiku-4-5,1805,0.0030369999999999998,ORG:Ask_Spectrum
520,2026-09-22T11:40:27+00:00,<ID_NUMBER_1> [REDACTED] @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED] <ID_NUMBER_2> My review will help a lot of innocent buyers to avoid the trap. Please do not fill ur pockets unethically. #ScamAtAmazon #Day2,complaint,0.9,negative,0.95,,ingest,llm,anthropic,claude-haiku-4-5,2770,0.004064,ORG:Amazon
519,2026-09-22T11:40:27+00:00,@[REDACTED] @[REDACTED] @[REDACTED] Still struggling with this. Virgin used to pride itself on customer response and care - can somebody help please ?,complaint,0.9,negative,0.85,,ingest,llm,anthropic,claude-haiku-4-5,1918,0.003006,ORG:Virgin
518,2026-09-22T11:40:27+00:00,"@<PERSON_1> im on the hook for $25,000 for a totalled car because it took <DATE_TIME_1> to add collision to a policy then i had an accident on <DATE_TIME_2>...",complaint,0.9,negative,0.95,,ingest,llm,anthropic,claude-haiku-4-5,2842,0.004101,"MISC:$25,000"
517,2026-09-22T11:40:27+00:00,I'm really sorry about this! Was this the [REDACTED] VISA or [REDACTED]? ^AH,billing and payments,0.8,neutral,0.6,,ingest,llm,anthropic,claude-haiku-4-5,1687,0.003214,
516,2026-09-22T11:40:27+00:00,How to a make a chargeback claim please,billing and payments,0.95,neutral,0.7,,ingest,llm,anthropic,claude-haiku-4-5,1959,0.0032979999999999997,MISC:REDACTED
515,2026-09-22T11:40:27+00:00,"So sorry for the wait. Again, thank you for your continued patience. Please let us know if we can further assist. *[REDACTED]",praise and positive feedback,0.85,positive,0.75,,ingest,llm,anthropic,claude-haiku-4-5,1850,0.003238,
514,2026-09-22T11:40:27+00:00,Please follow us and [REDACTED] your [REDACTED] number and confirmation number so we may assist. Thank you - IR.,account management,0.6,neutral,0.95,,ingest,llm,anthropic,claude-haiku-4-5,1651,0.002911,
513,2026-09-22T11:40:27+00:00,Please add This is Us Season 2. Add subtitles to <PERSON_1>.,account management,0.6,neutral,0.85,,ingest,llm,anthropic,claude-haiku-4-5,1795,0.0030340000000000002,MISC:This is Us Season 2
512,2026-09-22T11:40:27+00:00,@<ID_NUMBER_1> When i will get video call dialer in my oppo,product question,0.95,neutral,0.7,,ingest,llm,anthropic,claude-haiku-4-5,3210,0.003138,ORG:oppo; MISC:91648
511,2026-09-22T11:40:27+00:00,sorry I'm not able to find anything on our records. Pls DM us with details of the refund and I'll look into this for you. <PERSON_1>^,billing and payments,0.85,neutral,0.7,,ingest,llm,anthropic,claude-haiku-4-5,2813,0.003144,PER:Adele
510,2026-09-22T11:40:27+00:00,"Tried to install [REDACTED], please check the red underlined text. :( [URL]",technical issue,0.9,negative,0.85,,ingest,llm,anthropic,claude-haiku-4-5,1697,0.002874,
509,2026-09-22T11:40:27+00:00,Hi <PERSON_1>! Thank you! We have got your DM. We will ensure that this is sorted out right away. #[REDACTED] :) - <PERSON_2>,praise and positive feedback,0.75,positive,0.95,,ingest,llm,anthropic,claude-haiku-4-5,2153,0.003411,PER:Srikant; PER:Reema
508,2026-09-22T11:40:27+00:00,what to know d status of my tariff plan <DATE_TIME_1>.  And pls do assist me for d code to migrate to a tarriff 2mak call @17411 p s,billing and payments,0.85,neutral,0.75,,ingest,llm,anthropic,claude-haiku-4-5,2318,0.003378,MISC:17411
507,2026-09-22T11:40:27+00:00,I can't believe I've only spotted the error here - of course the driver had to change ends 😅!,delivery and shipping,0.3,positive,0.72,,ingest,llm,anthropic,claude-haiku-4-5,1766,0.0031910000000000003,
506,2026-09-22T11:40:27+00:00,"I don't have it, because I hopped on the ONE plan too early and apparently the first people on the plan don't get #NetflixOnUs😔",complaint,0.75,negative,0.85,,ingest,llm,anthropic,claude-haiku-4-5,1894,0.0031070000000000004,MISC:ONE plan; MISC:NetflixOnUs
505,2026-09-22T11:40:27+00:00,"You may be able to save with our [REDACTED] program. For more information or to sign up, log in at <LOCATION_1> and visit the ""Discounts"" tab, or call anytime at <PHONE_NUMBER_1>. ^JK",billing and payments,0.75,neutral,0.85,,ingest,llm,anthropic,claude-haiku-4-5,2685,0.003963,MISC:Discounts
504,2026-09-22T11:40:27+00:00,"@[REDACTED] I've filed a ticket with @[REDACTED], but they've failed to resolve the issue and are non-responsive.",complaint,0.9,negative,0.85,,ingest,llm,anthropic,claude-haiku-4-5,1678,0.0029690000000000003,MISC:[REDACTED]
503,2026-09-22T11:40:27+00:00,I expected some one will be calling me for address n visit. Already delayed,complaint,0.85,negative,0.75,,ingest,llm,anthropic,claude-haiku-4-5,1797,0.003142,
502,2026-09-22T11:40:27+00:00,"Nope, still happens. I guess I'll just have to refresh after every episode. I have to admit, I don't watch much. lol",technical issue,0.8,negative,0.65,,ingest,llm,anthropic,claude-haiku-4-5,1513,0.002849,
501,2026-09-22T11:40:27+00:00,Please see this link for more: [URL]  *HKC,technical issue,0.15,neutral,0.85,,ingest,llm,anthropic,claude-haiku-4-5,1430,0.002747,
500,2026-09-22T11:40:27+00:00,@ask_progressive <PERSON_1> doesn't need more money quit buying <MISC_1>,complaint,0.8,negative,0.85,,ingest,llm,anthropic,claude-haiku-4-5,2175,0.0032710000000000005,ORG:ask_progressive; MISC:NAME
499,2026-09-22T11:40:27+00:00,@[REDACTED] We don't yet have a symbol server for [REDACTED]. One option would be to use [LOCATION] [URL],technical issue,0.8,neutral,0.9,,ingest,llm,anthropic,claude-haiku-4-5,1819,0.003085,LOC:[LOCATION]; MISC:[URL]
498,2026-09-22T11:40:27+00:00,"Hello <PERSON_1>, check shows that the amount was loaned from the device. Thank you. ^Martha",billing and payments,0.7,positive,0.75,,ingest,llm,anthropic,claude-haiku-4-5,2767,0.003051,PER:Martha
497,2026-09-22T11:40:27+00:00,<PERSON_1>,billing and payments,0.0,neutral,0.5,,ingest,llm,anthropic,claude-haiku-4-5,1832,0.002805,
496,2026-09-22T11:40:27+00:00,What info do you need,account management,0.2,neutral,0.9,,ingest,llm,anthropic,claude-haiku-4-5,1417,0.002687,
495,2026-09-22T11:40:27+00:00,"@[REDACTED] To clarify: Flight 1038, [LOCATION] to [LOCATION] [DATE], won't depart until 11:19pm Central Time?",product question,0.85,neutral,0.85,,ingest,llm,anthropic,claude-haiku-4-5,2290,0.0036119999999999998,MISC:Flight 1038; MISC:Central Time
494,2026-09-22T11:40:27+00:00,"Hello, My printer keeps beeping at each print #hppsdr #ljhelp",technical issue,0.95,negative,0.8,,ingest,llm,anthropic,claude-haiku-4-5,1698,0.0028810000000000003,MISC:printer
493,2026-09-22T11:40:27+00:00,Still no update? Problem has been reported for <DATE_TIME_1> now and I am losing out on a lot of miles.  Will you compensate?,complaint,0.88,negative,0.92,,ingest,llm,anthropic,claude-haiku-4-5,2999,0.003092,
492,2026-09-22T11:40:27+00:00,"Hi, sorry for that. Our official <PERSON_1> contact is <DATE_TIME_1>. Do not give your personal information to Strangers.",account management,0.5,neutral,0.7,,ingest,llm,anthropic,claude-haiku-4-5,2054,0.003229,MISC:Strangers
491,2026-09-22T11:40:27+00:00,"This fake <ORGANIZATION_1> email even made us look twice 👀! Well designed, slick and personalised. The link leads to a fake login page! 🎣#Phishing <URL_1>",technical issue,0.85,negative,0.85,,ingest,llm,anthropic,claude-haiku-4-5,2400,0.003563,MISC:fake login page; MISC:Phishing
490,2026-09-22T11:40:27+00:00,Done. Pls make sure a conclusion is met afyer this reply,account management,0.1,neutral,0.7,,ingest,llm,anthropic,claude-haiku-4-5,1717,0.003142,
489,2026-09-22T11:40:27+00:00,"Hi <PERSON_1>, we passed your questions over to your manager. We will be in touch soon.",account management,0.6,neutral,0.85,,ingest,llm,anthropic,claude-haiku-4-5,2262,0.003537,PER:NAME
488,2026-09-22T11:40:27+00:00,"how long is it safe to charge a mac,iphone,[REDACTED],or ipod  for without lowering  the performance of the device or damaging it?",product question,0.9,neutral,0.85,,ingest,llm,anthropic,claude-haiku-4-5,2335,0.0037679999999999996,MISC:mac; MISC:iphone; MISC:ipod
487,2026-09-22T11:40:27+00:00,"Batman, where's my free stuff?",complaint,0.7,neutral,0.6,,ingest,llm,anthropic,claude-haiku-4-5,1826,0.00327,MISC:Batman
486,2026-09-22T11:40:27+00:00,Not a problem.,praise and positive feedback,0.85,positive,0.85,,ingest,llm,anthropic,claude-haiku-4-5,1398,0.002676,
485,2026-09-22T11:40:27+00:00,"Our sincere apologies about the issue. Kindly send in the exact location (with landmarks),and number affected,for escalation. [REDACTED]",complaint,0.4,neutral,0.75,,ingest,llm,anthropic,claude-haiku-4-5,1670,0.002946,
484,2026-09-22T11:40:27+00:00,£226 for replacement screen on a £399 watch - Are you for real?,complaint,0.9,negative,0.95,,ingest,llm,anthropic,claude-haiku-4-5,2104,0.0035,MISC:£226; MISC:£399
