conversation_id,speaker,text,company
288d4df07c370b5764d6688d82796296,agent,"Hola Pendri, puedes comunicarte con nuestros compañeros de Servicio al Cliente para que ellos puedan levantar una reclamación a tu nombre con respecto a lo sucedido. Para hacerlo sigue el enlace a continuación: https://t.co/OjvUxwnzPe. ^RC",AmazonHelp
d1c4e295fa7729efedc029e3713083ea,customer,"Catch #WellsFargo 's CFO, Tim Sloan, on @121927 at 3:15 pm ET as he discusses financial results with @822888 on @456692.",Ask_WellsFargo
d1c4e295fa7729efedc029e3713083ea,customer,"@121927 @822888 @456692 Srs. Wells Fargo I have 39 month waitting for an answer for my checking account fraud an way 2 save reported the same day the email notice  of insufficient funds, I immediately contact the security department, to formulate the claim  and no one has deigned to contact me.",Ask_WellsFargo
d1c4e295fa7729efedc029e3713083ea,agent,"Ani, I'm sorry for the experience. Please allow me to look into this for you in more detail. Send us a DM with your full name, phone number, and address. For security reasons, do not share any account or claim numbers in your message. Thanks. ^CS https://t.co/q1oBDuYAdh",Ask_WellsFargo
fca04ff14c60e4d1c8ccc580900272fd,customer,"Para nuestro servicio de atención al cliente: http://t.co/K9zglZw4 Y haced clic en ""Contacto"", a la derecha de la pantalla",AmazonHelp
fca04ff14c60e4d1c8ccc580900272fd,customer,Si un pedido tiene entrega garantizada para una fecha y justo cuando llega el día te avisan de que se retrasa como se reclama,AmazonHelp
fca04ff14c60e4d1c8ccc580900272fd,customer,Al final no te dan solución,AmazonHelp
fca04ff14c60e4d1c8ccc580900272fd,agent,"Hola, lamentamos esto. Puedes contactar a nuestro SAC para que se verifique lo ocurrido: https://t.co/OjvUxwnzPe ^AV",AmazonHelp
fca04ff14c60e4d1c8ccc580900272fd,agent,"Hola Alfredo, sin compartir información sensible de tu cuenta como números de pedido, puedes indicarnos ¿cómo podemos ayudarte? ^MZ",AmazonHelp
fca04ff14c60e4d1c8ccc580900272fd,customer,Tengo abiertas reclamaciones y no me dais respuesta.,AmazonHelp
fca04ff14c60e4d1c8ccc580900272fd,agent,¿Podrías comentarnos más sobre lo que ha ocurrido sin publicar detalles de tu cuenta? ^DA,AmazonHelp
7d5ba8072b393f18b4e3d595da223a54,customer,I can not make any calls whats the problem #sprint #4G @115714 please let me out of my contact,sprintcare
7d5ba8072b393f18b4e3d595da223a54,agent,what's your zip code?,sprintcare
7d5ba8072b393f18b4e3d595da223a54,customer,00693,sprintcare
7d5ba8072b393f18b4e3d595da223a54,agent,"Hello! Please, follow us and DM us so that we can further assist you if any concerns. -IG https://t.co/rMApsV8PQY",sprintcare
7d5ba8072b393f18b4e3d595da223a54,agent,"Aixa Alvarez - Hello! Please, follow us and DM us so that we can further assist you if any concerns. https://t.co/t98FVGqxwu… -IG https://t.co/rMApsV8PQY",sprintcare
734d18dc4c36c514678bc0daeeca7c3a,customer,Dallas area outage has been resolved. Customers should now see restored service. We apologize for the inconvenience. ^PS,Ask_Spectrum
734d18dc4c36c514678bc0daeeca7c3a,customer,Outage in 75035,Ask_Spectrum
734d18dc4c36c514678bc0daeeca7c3a,agent,I can look into this further. Please follow/DM your account number as well as the full service address associated with the account. ^SS,Ask_Spectrum
69859492cb58a993fa0c5fe9b8248381,customer,"booking virgin train tickets = nightmare, wont let me empty the basket and start again. Have to wait 2 hrs for basket to reset?! WTF",VirginTrains
69859492cb58a993fa0c5fe9b8248381,agent,There is a remove button at the bottom of the journey. Click that and your basket will empty. ^SB,VirginTrains
69859492cb58a993fa0c5fe9b8248381,customer,@702362 You need to please sort this out Virgin Trains.  I've just wasted 20 minutes trying to work this out. Had the same problem before too.,VirginTrains
69859492cb58a993fa0c5fe9b8248381,agent,"@702362 Click in the basket, top right, scroll to the bottom and click X. it will remove them. ^PA",VirginTrains
69859492cb58a993fa0c5fe9b8248381,customer,@702362 Thanks. Incredibly non-intuitive. I'm clearly far from alone in struggling (for ages) to find it.,VirginTrains
69859492cb58a993fa0c5fe9b8248381,agent,@702362 I will get this fed back for you. ^PA,VirginTrains
69859492cb58a993fa0c5fe9b8248381,customer,@702361 @702362 Same problem. V fustrating.,VirginTrains
84ce341500b95857db47c98be72ee19c,customer,"giving me a hard time:( New UK Law on upgrading flights booked by agents, harsher than before CC: @232745 @244996",British_Airways
84ce341500b95857db47c98be72ee19c,customer,the implication would be that the British Government is trying to put agents out of business. Really? @244996 @244997,British_Airways
84ce341500b95857db47c98be72ee19c,agent,Hi you would need to speak with our trade supprt team on 0906 706 0010.,British_Airways
84ce341500b95857db47c98be72ee19c,customer,@232745 Is there an alternative number to call aside from 0906 706 0010? We've been calling this number more than 10 times today and we are unable to get through.....,British_Airways
e888c2c282744c577ca18a3cd123945b,customer,Get extra space for spreading the @118189 love with a tweet! Check out http://t.co/RMeYwfUL,DropboxSupport
e888c2c282744c577ca18a3cd123945b,customer,Using my @118189 all the time,DropboxSupport
e888c2c282744c577ca18a3cd123945b,customer,Dropbox is one of my favorite tools for studying ^w^,DropboxSupport
e888c2c282744c577ca18a3cd123945b,agent,💙,DropboxSupport
e888c2c282744c577ca18a3cd123945b,agent,📑💙,DropboxSupport
e4e13e37c04f02a5b6010bc4b596ac18,customer,866-582-7130 is a scam number that purports to be Chase Credit Card Fraud. Do not call. Do not give info to #thief 8665827130. @ChaseSupport,ChaseSupport
e4e13e37c04f02a5b6010bc4b596ac18,customer,@ChaseSupport Just got another voice mail requesting I call the same #.  Surprised Chase hasn't taken action in the last 3-1/2 years #Sloppy,ChaseSupport
e4e13e37c04f02a5b6010bc4b596ac18,agent,We appreciate you bringing this to our attention. We suggest you forward the number to __email__ for review. ^CM,ChaseSupport
c6cbffc64b287d060d68ae052a28b063,customer,Note: The Twitter account @95609 is *not* Julian Assange.,TwitterSupport
c6cbffc64b287d060d68ae052a28b063,customer,@95609 ⚠️ Help @TwitterSupport ⤴️⤴️,TwitterSupport
c6cbffc64b287d060d68ae052a28b063,agent,"Hi, thanks for getting in touch. Please send us a message and we'll get started working through this. https://t.co/eXwzpNPj8C",TwitterSupport
88d8ca340d7d58603205e69228ca66f1,agent,There’s a problem affecting some customers’ mobile service. Engineers are working to restore full service asap. http://t.co/x1vjMP3a,O2
88d8ca340d7d58603205e69228ca66f1,customer,with tu go closing what can we use if no 3g signal at home. Phone 4g enabled but no signal or 3g.CW4 postcode. Jodrell Bank kicks out signal,O2
88d8ca340d7d58603205e69228ca66f1,agent,"Hi there, TU go is ending but we'll still be offering Wifi &amp; 4G calling - https://t.co/Y8R3nwSDhB",O2
88d8ca340d7d58603205e69228ca66f1,customer,that is not much good when I don't get a mobile phone signal at home. Not even 3g let alone 4G.,O2
88d8ca340d7d58603205e69228ca66f1,agent,The general CW4 area looks fine. How long have you been having issues for? DM ✉ us the full postcode: https://t.co/Xe5i4kfJ97,O2
177708352966b41f6d31ede5158b2f33,customer,if I know my (old) username for Nike+ how can I find which email account it's linked up to?,NikeSupport
177708352966b41f6d31ede5158b2f33,agent,If you provide us with your Nike+ screen name (case sensitive) we can supply you with the email that 's linked to your account.,NikeSupport
177708352966b41f6d31ede5158b2f33,customer,"thanks, screen name: stu_vaz",NikeSupport
177708352966b41f6d31ede5158b2f33,agent,The email address used for this account is __email__. Let us know if you have any further questions.,NikeSupport
177708352966b41f6d31ede5158b2f33,customer,Thanks I'm in. But I'm not seeing any recent uploaded workouts? The nike+ connect utility (mac) is saying they're successful,NikeSupport
177708352966b41f6d31ede5158b2f33,agent,Do you have another Nike+ account? If you have another screen name or email we can check and see if the runs are there.,NikeSupport
177708352966b41f6d31ede5158b2f33,customer,the device says stu_vaz is the user so should be ok? Is there a way just to resync with a new account? I'll just start again!,NikeSupport
177708352966b41f6d31ede5158b2f33,agent,Merging Nike+ accounts isn't an option as of now. Are you missing a majority of your runs?,NikeSupport
177708352966b41f6d31ede5158b2f33,customer,Is merging accounts an option now...? I have a vast majority of my runs on a different account than I now use.,NikeSupport
177708352966b41f6d31ede5158b2f33,agent,"This feature is not available in NRC or NikePlus. However, we have passed your feedback to our team.",NikeSupport
29b1901dcfe9864511f0851262235957,customer,"pls change gender from male to female. booking QF4KRH. customer name "" FATIMAH."" TQ",AirAsiaSupport
29b1901dcfe9864511f0851262235957,customer,"Hi,kindly drop a tweet to our Customer Care team at @115798 with details for further assistance.",AirAsiaSupport
29b1901dcfe9864511f0851262235957,customer,"@242871 @115798 hi AirAsia, can i just change the gender of my booking into Ms. instead of Mr. ?",AirAsiaSupport
29b1901dcfe9864511f0851262235957,customer,@242871 @115798 Good morning! Can you help me? i would like to change the title of my uncle's plane ticket to Mr. instead of Ms. please help. Booking # RRU4MH. Thank you.,AirAsiaSupport
29b1901dcfe9864511f0851262235957,customer,@242871 @115798 I would to change my title from mr pan jiamin to ms pan jiamin and the booking number is HH49TI....tqvm,AirAsiaSupport
29b1901dcfe9864511f0851262235957,customer,"@242871 @115798 hi, our team at @AirAsiaSupport will be able to assist you on this. Just drop them a tweet. Thank you.",AirAsiaSupport
29b1901dcfe9864511f0851262235957,customer,"@242871 @115798 hi, our team at @AirAsiaSupport will be able to amend this for you. Just drop them a tweet. Thank you.",AirAsiaSupport
29b1901dcfe9864511f0851262235957,agent,We’ve amend accordingly. Please check your mailbox for the revised itinerary. Thanks-Sha,AirAsiaSupport
29b1901dcfe9864511f0851262235957,customer,@242871 @115798 @AirAsiaSupport Okay thanks,AirAsiaSupport
74cc1254746321fd09693b545a9e1498,customer,What is the cost for notary public services for Citi members?,AskCiti
74cc1254746321fd09693b545a9e1498,agent,"Thank you for the inquiry. There would be a fee of $10.00 for each signature, depending on the type of notary requested. 1/2",AskCiti
74cc1254746321fd09693b545a9e1498,customer,@313045 Really @askciti ? Becasue I just got back from Bryant Park branch where they told me you only notarize you own bank documents.,AskCiti
74cc1254746321fd09693b545a9e1498,customer,@313045 I am long time customer but I really think it's time for change. Citi gets worse every year.,AskCiti
74cc1254746321fd09693b545a9e1498,agent,(1/2)I certainly understand the frustration.,AskCiti
74cc1254746321fd09693b545a9e1498,agent,(2/2) If you would like to speak to someone by phone to hear ur concerns pls confirm ur acct type (No Acc#'s/PINs). TY*TW https://t.co/gvC4jAOA9c,AskCiti
74cc1254746321fd09693b545a9e1498,customer,"No thanks, I wasted enough time going to your branch. Don't need waste more time to listen to standard BS.",AskCiti
bed22c4157d28b794b63eaa9388610d6,customer,My phone has been sucking major balls lately! #UnsatisfiedTMobileCustomer &lt;&lt; What's new?,TMobileHelp
bed22c4157d28b794b63eaa9388610d6,customer,"Sista, you not the only one. #unsatisfiedtmobilecustomer @115911 won't help you. If I were you, I'd go to another company. I am.",TMobileHelp
bed22c4157d28b794b63eaa9388610d6,agent,I'll meet you in DM. *FeliciaPorter,TMobileHelp
f66f3411311a6c877dfdf5b5332a308a,agent,"Good Morning all. Stephen ^SW, Richard ^RM &amp; Luke ^LF here to today to answer your tweets until 20:00. Hope your day is going well so far!",VirginTrains
f66f3411311a6c877dfdf5b5332a308a,customer,"problem yesterday but have now found my seat res in the app. what is this about activation of ticket, when do i do this",VirginTrains
f66f3411311a6c877dfdf5b5332a308a,agent,If  you have an M-ticket you need to activate it just before travel. ^SW,VirginTrains
f66f3411311a6c877dfdf5b5332a308a,customer,I can see the ticket on my device but the app crashes every time I try to access.,VirginTrains
f66f3411311a6c877dfdf5b5332a308a,agent,"When are you travelling, Graham? ^MM",VirginTrains
645b3bad9d403e399b1f6bd3283a6598,customer,"Status Alert: Hey, all. We're aware of the trouble people are having with our site. We're working on it.",GoDaddyHelp
645b3bad9d403e399b1f6bd3283a6598,customer,can't access my webpage for editing please help,GoDaddyHelp
645b3bad9d403e399b1f6bd3283a6598,customer,when u will solve this problem,GoDaddyHelp
645b3bad9d403e399b1f6bd3283a6598,customer,Domains not working as of 11/5/17 at 11:30 am,GoDaddyHelp
645b3bad9d403e399b1f6bd3283a6598,customer,"everytime my domain goes down @100127.com, please rectify it ASAP. Im loosing clients",GoDaddyHelp
645b3bad9d403e399b1f6bd3283a6598,agent,Hi Steven. What is the website you're trying to edit and what happens when you try to access it? Can you provide screenshots?^W https://t.co/rYq25s2Pfj,GoDaddyHelp
645b3bad9d403e399b1f6bd3283a6598,agent,"The tweet you are replying to is from 2012, and this issue has since been resolved. ^G",GoDaddyHelp
645b3bad9d403e399b1f6bd3283a6598,agent,Which domain are you having trouble with? That status you're commenting on was resolved some time ago. ^CG,GoDaddyHelp
645b3bad9d403e399b1f6bd3283a6598,agent,I'm sorry to hear. Looks to be up now. Reach out to live support next time it's down to troubleshoot: https://t.co/YvXd61Bs6D ^H,GoDaddyHelp
f6ebea9c4dba67d93d15a0d3d1252482,agent,"Great to hear! #custserv PRT: @172728 ... Love the service of #Citi. ""No need to visit branch"" :-)",AskCiti
f6ebea9c4dba67d93d15a0d3d1252482,customer,@172728 I just changed my name.  How do I change the name on my account?  There are no citibank branches where I live.,AskCiti
f6ebea9c4dba67d93d15a0d3d1252482,agent,"Thanks for the tweet. What type of account do you have? (checking, savings, credit card, mortgage, etc)",AskCiti
f6ebea9c4dba67d93d15a0d3d1252482,customer,checking,AskCiti
f6ebea9c4dba67d93d15a0d3d1252482,agent,You can contact us at 1-800-274-6660 and we can send out a packet for you to fill out in order to change your name.,AskCiti
f6ebea9c4dba67d93d15a0d3d1252482,customer,"will do, thanks",AskCiti
f6ebea9c4dba67d93d15a0d3d1252482,agent,"You can send the request to: Citibank Service Center c/o Branch and Client Services 100 Citibank Drive San Antonio, TX 78245",AskCiti
f6ebea9c4dba67d93d15a0d3d1252482,customer,@172726 buenas tardes cta de cheque no 9138858448 hace un mes mande una carta pidiendo reactivar mi cuenta. por favor denme respuesta gracias,AskCiti
f6ebea9c4dba67d93d15a0d3d1252482,agent,"Hello. We haven't received a reply so we will consider this issue resolved. If u need further assistance, pls let us know.  ^JJ",AskCiti
f6ebea9c4dba67d93d15a0d3d1252482,agent,We'd like to see how we can help. Pls click to DM acct type &amp; country. Also ask that u delete ur posted acct#. Thx. ^RS https://t.co/gvC4jAOA9c,AskCiti
f6ebea9c4dba67d93d15a0d3d1252482,agent,"Emy,  let us know if you still need help. Please provide the previously requested info only. Kind Regards, ^SJ https://t.co/gvC4jAOA9c",AskCiti
8de78a7672f8a463ec4a8e14052e156e,customer,"I just moved from Cleveland, Oh to Newnan, Ga and there's no chipotle here. Do you think we can do something about this?",ChipotleTweets
8de78a7672f8a463ec4a8e14052e156e,agent,"Hmm, no plans for Newnan yet, but I hope we get there someday! - Joe",ChipotleTweets
8de78a7672f8a463ec4a8e14052e156e,customer,@204348 Decided to Google to see if there were any plans for Chipotle in Newnan.. *le sigh*,ChipotleTweets
8de78a7672f8a463ec4a8e14052e156e,customer,@204348 Newnan &amp; Peachtree City would be excellent locations because the population has very high income. Im surprise there isn't one in the area.,ChipotleTweets
8de78a7672f8a463ec4a8e14052e156e,customer,@ChipotleTweets Tell me about it. 5 years later and still nothing 😕,ChipotleTweets
84d2f5b6421b834e17b284f44297f89c,customer,We apologize to customers who may be experiencing limited access to @116827.com &amp; online banking. We are working to quickly…,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,Bill Pay isn't working.  When will it be up?,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,account charged for atm withdrawal but no money received... frustrating,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,When will online banking be up and running again ? @116827,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,your site is still down.  Thanks for having a twitter account so I can complain and share my frustration while feeling heard,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,Text banking has not working for me for over 24 hours.  What's going on?  No idea how to fix,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,you guys suck,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,Your not working fast enough,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,"i haven't been able to login for like a week. tried computer browser, phone browser, phone app, even my friends phone app. all ""unavailable""",Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,Is your system still down? I've been trying to logon since Monday and have not been able to. I thought it was because I just reactivated,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,agent,"We apologize for any inconvenience this may have caused. According to my records, this issue has been resolved. If you are still experiencing problems, pls send a DM with your full name, phone number, and address so we can look into it for you (no acct #). Thanks. ^CL https://t.co/q1oBDuYAdh",Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,agent,"Please report this immediately to us by calling 1-800-869-3557. Our specialists are available 24 hours a day, 7 days a week. If you need further support, DM us with the exact address of the ATM you mentioned and more details about this (no account numbers). ^LC https://t.co/q1oBDuYAdh",Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,agent,"Try clearing cache &amp; cookies, or use another browser. Hope this works. For more info, visit https://t.co/TzAavW4eTO. Thx. ^MH",Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,agent,We’re not seeing widespread impact but some customers may still have intermittent access. We are working to resolve. ^SP,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,agent,"I can look into your text banking concern, Kris. DM us with your full name, phone number, and address (no account number). ^RG https://t.co/q1oBDuYAdh",Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,agent,What happened? Pls tell me and I'll look into your concern (no acct #). Thanks. ^RP https://t.co/q1oBDuYAdh,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,agent,"Visit https://t.co/Y4XdLds1ff for tips to help you log off the app. If that doesn't work, call us at 1-800-956-4442. ^CL",Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,agent,"Please try closing the app &amp; restarting the device. For immediate help, pls call 1-800-956-4442 to speak to a banker...",Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,agent,"...If you'd prefer to have us research the issue, send us a DM with your full name, phone number, &amp; address (no acct #). Thx. ^CS https://t.co/q1oBDuYAdh",Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,agent,"Hello, have you tried to clear your cache/cookies or using another browser? Let us know if you still need help. Thanks. ^KJ",Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,@531929 If this is not resolved by tomorrow or late tonight I'm fuckin done doing business with wells Fargo,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,Please fix this annoying problem,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,Fuck wells Fargo take your sweet fuckin time,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,This application is ridiculous fix this problem what good is your damn banking app if you can't fix the problem,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,I have no choice but to keep complaining here on your wells Fargo social media on Twitter till you fix damn issue,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,People are tired of this shit,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,You need to fix problem,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,agent,"I just replied to your DM, Michael. Please review it at your earliest convenience. ^DQ",Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,Your mobile fuckin app is a piece of fuckin shit,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,Fuck wells Fargo,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,I can't deal with your bank anymore I'm lookin to leave wells Fargo your customer service skills suck,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,And I'll get the service I deserve elsewhere,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,Stop wasting my time and other people's time,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,And your going to tell me it could take 24 to 48 hours for someone to get back to me fuck that shit to if I have to go to another bank I'll post everything online about your bank,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,Thanks for wasting my time,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,I'm going to close my account as well,Ask_WellsFargo
84d2f5b6421b834e17b284f44297f89c,customer,I'll just take this stupid fuckin application off my device you people or should I say your engineering team are lame,Ask_WellsFargo
4bed81e930c38ef3e7b5b525aab7bc77,customer,"Dear @115802, this keep happening eventhough I've clear all cache. How I'm supposed to do? http://t.co/BjTMSef5",AirAsiaSupport
4bed81e930c38ef3e7b5b525aab7bc77,customer,"Hi, kindly leave all the travel document details in Guest Details page empty to proceed your booking.",AirAsiaSupport
4bed81e930c38ef3e7b5b525aab7bc77,customer,"@561405 Hello, can I get my travel document I mn tax I voice",AirAsiaSupport
4bed81e930c38ef3e7b5b525aab7bc77,customer,@561405 I mn tax invoice,AirAsiaSupport
4bed81e930c38ef3e7b5b525aab7bc77,customer,@561405 What is airasia's customer care number,AirAsiaSupport
4bed81e930c38ef3e7b5b525aab7bc77,agent,"Hi Tankeswar, click https://t.co/njJjKCd6SV for our contact centers. How may we assist you though? -Floi",AirAsiaSupport
4bed81e930c38ef3e7b5b525aab7bc77,customer,India customer care says wroung,AirAsiaSupport
4bed81e930c38ef3e7b5b525aab7bc77,customer,"My booking number is PSF55B, FLIGHT- I5784, please mail me my tax invoice, I m waiting....",AirAsiaSupport
4bed81e930c38ef3e7b5b525aab7bc77,customer,"Travel date 05 Oct 17, from guwahati to Delhi",AirAsiaSupport
4bed81e930c38ef3e7b5b525aab7bc77,agent,"Hi Tankeswar, You may click here : https://t.co/fpPdOyRHeI to retrieve the Tax Invoice for your flight. Thanks - Khairul",AirAsiaSupport
4bed81e930c38ef3e7b5b525aab7bc77,customer,Link u provide is asked booking confirmation number where I get this??,AirAsiaSupport
4bed81e930c38ef3e7b5b525aab7bc77,customer,"I m asking for travel itinerary from last 10 days but not succeed, is it so difficult??",AirAsiaSupport
4bed81e930c38ef3e7b5b525aab7bc77,customer,"Toll free not working, live chat q is too long to wait, what should I hv to do for this",AirAsiaSupport
4bed81e930c38ef3e7b5b525aab7bc77,agent,"Hi Tankeswar, if you need the itinerary, we've resent it so please check your mailbox/Spam. Thanks. -Floi",AirAsiaSupport
0a66001adbcd88901c7f440eca23fa36,customer,Kumar Mangalam Birla: A Man For All Seasons. Read more: http://t.co/J6TVfdK0 #leader (via @87639),idea_cares
0a66001adbcd88901c7f440eca23fa36,customer,feel some shame and return my money back looters,idea_cares
0a66001adbcd88901c7f440eca23fa36,customer,@118471 What happened?,idea_cares
0a66001adbcd88901c7f440eca23fa36,customer,@118471 since last one moth internet voice call services r down &amp; pathetic idea only gives complaint no's nothing else,idea_cares
0a66001adbcd88901c7f440eca23fa36,agent,"Apologies for the trouble. We understand how frustrating this can be. As per your concern 1-147447571074 your data services are working fine from our end, kindly observe the services for few days. Regards, Darshan.",idea_cares
0a66001adbcd88901c7f440eca23fa36,customer,who said my data services are working you insane idea. My incoming outgoing has also stopped. You liers and looters,idea_cares
05168fbc92c81e44de9f703f7893cfc5,customer,I didn't think you could drink alcohol on @3975 - man on carriage just cracked open a can!,SW_Help
05168fbc92c81e44de9f703f7893cfc5,agent,The alcohol ban doesn't apply to National Rail services. Only Transport for London.,SW_Help
05168fbc92c81e44de9f703f7893cfc5,customer,@109416 Is this still the case?,SW_Help
