id,created_at,anonymized_text,topic,topic_score,sentiment,sentiment_score,conversation_id,source,entities
11,2026-09-23T08:00:11+00:00,when will new episodes of streetoutlaws and deadlyest catch come out ?! thank you !🤙🏽🤙🏽,product question,1,positive,1,d7feedc5ffb4a7a704fedf1eb284f7d5,ingest,MISC:streetoutlaws; MISC:deadlyest catch
12,2026-09-23T08:00:12+00:00,"the Moving Annual Average includes time under the previous operator, find more information here [URL] &amp; contact 1/2",product question,1,neutral,1,0ea4c9a447227d76db0496a08976676d,ingest,MISC:Moving Annual Average
13,2026-09-23T08:00:13+00:00,We believe we have been of help on call.@119433 ^DE,complaint,1,neutral,1,c01fa360a5e6eec712b6a43b7eff1722,ingest,
14,2026-09-23T08:00:14+00:00,"@4030 @118702 @115937 @4110 @4168 @119356 @115821 @131283 @144775 @2517 @115830 @115850 Dear Amazon, Just to remind you...its been 24 days since you are cheating on your customers hard earned money. Sigh! #ScamAtAmazon #Day24",complaint,1,negative,1,69501997e5ad7a95f0eb17c6e3d4458b,ingest,ORG:Amazon
15,2026-09-23T08:00:15+00:00,We'd like to assist. Pls click link at end of this msg &amp; reply w/ acct type &amp; country it was opened. (No Acct#/PINs#) ^ML [URL],account management,1,neutral,1,182fda3b4a3f6197384343e63c2180cc,ingest,
16,2026-09-23T08:00:16+00:00,I'm sorry this happened to your friend. Can you have your friend tweet to me and I'll investigate? -[NAME],complaint,1,neutral,1,8829db8ac6ccd00d8b3c289e9afa8c1f,ingest,PER:Larry
17,2026-09-23T08:00:17+00:00,Please allow us another opportunity to change this impression. Send us a DM and follow us. -KG,complaint,1,neutral,1,88cf0ceb1692dee14b01886495a0994b,ingest,
18,2026-09-23T08:00:18+00:00,"Here’s the songs that were played, add them to your library if you want!”",product question,1,neutral,1,028ec46b7878448394ae19f6b3146a51,ingest,
19,2026-09-23T08:00:19+00:00,"Hi, changes not allowed once checked-in. Just approach the Document Check counter on departure date for verification. Thank you.",product question,1,neutral,1,97b688470f9ddbd90c9d01246451ef3a,ingest,MISC:Document Check
20,2026-09-23T08:00:20+00:00,please refund my airtime I beg you,billing and payments,1,negative,1,f93c941bbda2632ffe2838078a0fb970,ingest,
21,2026-09-23T08:00:21+00:00,Hey [NAME]! That's not cool. Could you DM us your account's email address/username? We'll take a look backstage /C [URL],account management,1,neutral,1,9bfadff8bf4361499b1124520c6de8f7,ingest,PER:Ryan
22,2026-09-23T08:00:22+00:00,. @AskPapaJohns my waitress' ass [URL],complaint,1,negative,1,1c9c64eb0833de21021bf1eee69d5ede,ingest,ORG:AskPapaJohns
23,2026-09-23T08:00:23+00:00,I'm so sorry that your item didn't arrive in time! Can you tell me the status &amp; carrier:  [URL] ^FR,delivery and shipping,1,neutral,1,1dd20d352fad951596281e2573556c8a,ingest,
24,2026-09-23T08:00:24+00:00,Yes. Still no messages coming through... frustrating.,technical issue,1,negative,1,9df6df6ff27d58b8b3ff129eabf4a833,ingest,
25,2026-09-23T08:00:25+00:00,Hello again. having camera difficulty when facetiming or using photobooth. The latest software is downloaded. what could this be? [URL],technical issue,1,negative,1,25a7be7953b054b78bddf50246ba86ff,ingest,MISC:photobooth
26,2026-09-23T08:00:26+00:00,We can help! This article goes over your local iPhone storage space vs. iCloud storage: [URL],product question,1,neutral,1,e93dffb616d6cf9027f0a41c055c7f0e,ingest,MISC:iPhone; MISC:iCloud
27,2026-09-23T08:00:27+00:00,We're sorry to hear you're not a fan! This might help: [URL] Did you have any specific thoughts for us?,complaint,1,neutral,1,239fc909ab443d31174bed7fca2e5fba,ingest,
28,2026-09-23T08:00:28+00:00,@514522 Old thread but will chase united mileage plus MasterCard be on Apple Pay soon?,product question,1,neutral,1,314252f0cebb16629d08518f3b2e7f9d,ingest,ORG:chase; MISC:united mileage plus MasterCard; MISC:Apple Pay
29,2026-09-23T08:00:29+00:00,Hold and app to move it and with another finger tap other apps to add them to a single stack to move them around #ios11 [URL],product question,1,neutral,1,606c75318454249cb6593ec0a2dd0e38,ingest,MISC:ios11
30,2026-09-23T08:00:30+00:00,"@536970 Hello. If you'd like to send us a DM, our customer services team will be happy to discuss this with you further. Thanks.",complaint,1,neutral,1,97e4660ea7d4f9b553564f4ea99938e1,ingest,
31,2026-09-23T08:00:31+00:00,I asked playstation and they said to contact activision bcs my purchase isent showing up and ive already gotten charged for the game,billing and payments,1,negative,1,763f291fc6963722edeaecfcab673a56,ingest,ORG:playstation; ORG:activision
32,2026-09-23T08:00:32+00:00,"Hey, any updates on this?",complaint,1,neutral,1,d4150a19a9769a7c2bbd5281dd1f6e30,ingest,
33,2026-09-23T08:00:33+00:00,Hey [NAME]! Can you try reinstalling the app again by following the steps for Windows 10 here: [URL] /RH,technical issue,1,neutral,1,bb1ad38d1e19ff129ca6afe1fce237cd,ingest,PER:Claudia; MISC:Windows 10
34,2026-09-23T08:00:34+00:00,"Hey there. If there is a specific issue that you would like for us to look into, please DM us. [URL]",complaint,1,neutral,1,516b3bef044b2291b860715d43162e3a,ingest,
35,2026-09-23T08:00:35+00:00,I'm still awaiting your people to contact me terrible customer service sir,complaint,1,negative,1,7476c6d9a00efbe44f32d48936dad1bd,ingest,
36,2026-09-23T08:00:36+00:00,can you tell me if I can use my debit card in [LOCATION] for usd 2.500? And how much would be the bank comission? Thanks,billing and payments,1,neutral,1,ebfdda7577d9d514bdb50d687a6a7fd3,ingest,LOC:Colombia
37,2026-09-23T08:00:37+00:00,Okay Thanks,praise and positive feedback,1,positive,1,7b1821c10adf643693971220fb6510a7,ingest,
38,2026-09-23T08:00:38+00:00,"Hi, please have a look at the following link as it provides info that may be helpful: [URL] ^KK",technical issue,1,neutral,1,5a094c67cdcfa4ba50ee8521cfe832e7,ingest,
39,2026-09-23T08:00:39+00:00,"If you look at @115777's release notes for the past versions of these apps, you can easily see @115769 is updated with way more substantial features than Bridge.",product question,1,neutral,1,c72fbb2278099bd818c2c0e2dd9dacce,ingest,MISC:Bridge
40,2026-09-23T08:00:40+00:00,#azTechHelp Hi it is possible to see the remaining characters of the S0 free subscription?,product question,1,neutral,1,1ad1ff1c89902f412e8a67976721189d,ingest,MISC:S0
41,2026-09-23T08:00:41+00:00,Kab hoga ye shortly update.,complaint,1,negative,1,019059823f48e01d3dc9e864a371605f,ingest,
42,2026-09-23T08:00:42+00:00,Just a few bananas would be nice to see!,complaint,1,negative,1,113c57654b6f0908c3225fc6f733de65,ingest,
43,2026-09-23T08:00:43+00:00,LIVE on #Periscope: #BuddaDoesVegas 🇸🇪  2 @19193 (&amp; the strip if the wifi holds).  [URL],product question,1,neutral,1,ec792ecea67373ef97c738446c4c40b3,ingest,MISC:Periscope
44,2026-09-23T08:00:44+00:00,That is really not helping me out. They are sending me the same formatted mail again and again. Kindly cross check with the Driver.,complaint,1,negative,1,2ebba35de780d434b1068cd52787164b,ingest,
45,2026-09-23T08:00:45+00:00,"Hi [NAME], it is taking us longer than usual to get back to all of our passengers. We're sorry for the delay but please be assured",complaint,1,neutral,1,69b86f46ad8241a317a859bbd0bfbe80,ingest,PER:Rhianydd
46,2026-09-23T08:00:46+00:00,Yes we're pushing to have this project done by mid next year,product question,1,neutral,1,68c08690115f24d0861b6ec22cda709f,ingest,
47,2026-09-23T08:00:47+00:00,"Hello [NAME],  I'm really sorry for the experience! I'll get this reported right way. ^HCN",complaint,1,neutral,1,5eae1def7c68a55920f7652a5a93bcf6,ingest,PER:James
48,2026-09-23T08:00:48+00:00,We'll get this sorted out! Please send us a note through [URL] so we can help.,complaint,1,neutral,1,c34996c87d750823b9a022735cd55ac0,ingest,
49,2026-09-23T08:00:49+00:00,Lost and found told me to wait 72 hours for response. I did! Guess what? Someone has started using my credit cards at multiple places!,complaint,1,negative,1,0d4f44f487eaa611a8fd297af568fb7b,ingest,
50,2026-09-23T08:00:50+00:00,@115830 @115851 389th day requesting any kind of response,complaint,1,negative,1,ab0f4b2ad58e75b56cea141b4fa180ee,ingest,
51,2026-09-23T08:00:51+00:00,@10867 Do you have a [LOCATION] number pls?,product question,1,neutral,1,a89b53c5bfe34b86fba0883418475d98,ingest,LOC:UK
52,2026-09-23T08:00:52+00:00,Please re-read my thread for details of those requests. I look forward to hearing from your for your feedback TY. #Tesco #CustomerService,complaint,1,neutral,1,ac84bba8f99fbbb1becac7acda233161,ingest,ORG:Tesco
53,2026-09-23T08:00:53+00:00,After I deleted iHeart restarted my console and reinstalled it the app works now. Still waiting on game though,technical issue,1,neutral,1,b41498f24aeee79bdcccf75360387a12,ingest,ORG:iHeart
54,2026-09-23T08:00:54+00:00,new booking.Thank you =) [NAME],praise and positive feedback,1,positive,1,181c756856bd4afd04834579403f2449,ingest,PER:Yana
55,2026-09-23T08:00:55+00:00,@UPSHelp @115817 @5160 يمكن التواصل مع الرقم الموحد [PHONE],product question,1,neutral,1,9fd4e4abdc525dc973f5c3570e26ed6a,ingest,ORG:UPSHelp
56,2026-09-23T08:00:56+00:00,I hv an active plan of Rs. 250 which got deactivated as per my request but plan of Rs 450 is unnecessarily got imposed on me.,billing and payments,1,negative,1,28d3519385ab67e7312299fc24f08023,ingest,
57,2026-09-23T08:00:57+00:00,@115830 139th day requesting any kind of response,complaint,1,negative,1,ab0f4b2ad58e75b56cea141b4fa180ee,ingest,
58,2026-09-23T08:00:58+00:00,"Hi, that would be great but I am unable to login anymore using the link?",account management,1,negative,1,4cd1737e56f9442a5a387f1a5f49977c,ingest,
59,2026-09-23T08:00:59+00:00,"Sorry for the trouble We request for your kind patience As your concern is in progress, will be resolve by [DATE] Rgds,[NAME]",complaint,1,neutral,1,da36a038c30ac2ab1890745202b7ee84,ingest,PER:Sneha
60,2026-09-23T08:01:00+00:00,"Hi, sorry for the late reply. You will need to contact your point of purchase for a refund on COD points since we don't... ^FB",billing and payments,1,neutral,1,c6ffead56cd91a8312b61602d73a66fa,ingest,MISC:COD
61,2026-09-23T08:01:01+00:00,Once on the platform. It will then list the calling order to the destination. Apologies for any confusion. [NAME],product question,1,neutral,1,d5f20e8357019eef02c34b9d4cd8b7c1,ingest,PER:Grant
62,2026-09-23T08:01:02+00:00,This is the latest build i have. [URL],technical issue,1,neutral,1,8da60ddc961c6ee8b17d41858f80bb2c,ingest,
63,2026-09-23T08:01:03+00:00,"We got your message, please check your DM's.",complaint,1,neutral,1,d8381a445a70612e5fe055f587539933,ingest,
64,2026-09-23T08:01:04+00:00,Keep you fingers crossed. ;) ^HA,complaint,1,positive,1,6485600689f28b9d062486bb48e77494,ingest,
65,2026-09-23T08:01:05+00:00,so is this ok for a manager to be smoking at the back door of your restaurant ? [URL],complaint,1,negative,1,ae38ff5157a58a705d9fb33822ca875e,ingest,
66,2026-09-23T08:01:06+00:00,if I know my (old) username for Nike+ how can I find which email account it's linked up to?,account management,1,neutral,1,177708352966b41f6d31ede5158b2f33,ingest,MISC:Nike+
67,2026-09-23T08:01:07+00:00,"@115911 @115913 Don't think you guys will have any useful input this time, T-Force. Trying to make sure @216178 has my stuff. 😁",complaint,1,neutral,1,46a3e441f7d07259597f41a6c6bad6c3,ingest,ORG:T-Force
68,2026-09-23T08:01:08+00:00,do you guys do the $5 deal internationally?,billing and payments,1,neutral,1,eb34ab6a3721dea5dd61884131f900bb,ingest,
69,2026-09-23T08:01:09+00:00,"the Safcom network is not working in [LOCATION], [LOCATION]. Whats up? Could you please assist.",technical issue,1,negative,1,cc177bd80f5b18704b87858be6b75793,ingest,ORG:Safcom; LOC:Newyork; LOC:USA
70,2026-09-23T08:01:10+00:00,"Sorry for the trouble, [NAME]. Have you tried these troubleshooting steps yet: [URL] Let me know!",technical issue,1,neutral,1,5a7b9e7d90896fadd4d01b703d7f1a6d,ingest,PER:Mike
71,2026-09-23T08:01:11+00:00,kindly call me.I want to renew my line. call me through [PHONE],account management,1,neutral,1,a5f4a344f076794faa29e34dcf21fc11,ingest,
72,2026-09-23T08:01:12+00:00,"Good morning. If you need us, please follow us for a private Direct Message.  *HJH [URL]",complaint,1,neutral,1,ca3bc7bd002d9de34159cc891d94d0e6,ingest,
73,2026-09-23T08:01:13+00:00,Hey [NAME]! Thanks for getting in touch! Which kind of promotion are you referring to? Please give us more details. Thanks ^A,billing and payments,1,neutral,1,e3e3df286975c1815dd936f46efd4800,ingest,PER:Li
74,2026-09-23T08:01:14+00:00,@115993 جربتها من اجل تفعيل باقة completولكن تم اقتطاع 300 دولار و تم تفعيل 6 اضهر فقط,billing and payments,1,negative,1,54a79c89cc03e5269dd8e989d4c8e8a1,ingest,
75,2026-09-23T08:01:15+00:00,".@983 Today, in front of the automobile repair shop. They're enjoying the new private parking lot. [URL]",product question,1,neutral,1,5bd7dc5048bdce0e5d6b6c6f3667721a,ingest,
76,2026-09-23T08:01:16+00:00,The one that was release for friends to sign up during the #USopen,billing and payments,1,neutral,1,e4f6e4818deab60a4f254da6def9670a,ingest,MISC:USopen
77,2026-09-23T08:01:17+00:00,"Hi, may I have the booking number and the correct details?",account management,1,neutral,1,23edadc464728520b7cf3b7c01bc75c3,ingest,
78,2026-09-23T08:01:18+00:00,@AmazonHelp Hii,complaint,1,neutral,1,bacc62f303ae15da0426388e50a2aa78,ingest,ORG:AmazonHelp
79,2026-09-23T08:01:19+00:00,Patisserie cream doughnuts! Where are they? Why have they gone? You are ruining lives! #fatmanproblems,complaint,1,negative,1,fa68caaa3fda0e99c389be9c5fcaff0d,ingest,
80,2026-09-23T08:01:20+00:00,"@294480 Having the same issue, do you have any fixes",technical issue,1,negative,1,49005b2a8184264924bd7a65f43d6069,ingest,
81,2026-09-23T08:01:21+00:00,"Sorry for the trouble.We have noted your concern. Our team will get in touch with you soon. Regards, [NAME].",complaint,1,neutral,1,00977ef3e843a832e764690a64971a25,ingest,PER:Bhargavi
82,2026-09-23T08:01:22+00:00,"Alguien me puede pasar el contacto de Splendia, HotelTonight y  Groupon? Se los agradecería con un Etiqueta Roja... [URL]",product question,1,neutral,1,005a1ad7d8a091625157510433e5e362,ingest,ORG:Splendia; ORG:HotelTonight; ORG:Groupon
83,2026-09-23T08:01:23+00:00,Paid for extra leg room! This is what I got - I'd appreciate my refund asap @British_Airways [URL],billing and payments,1,negative,1,17b5cc99d0ff50a9f2166a62c3963481,ingest,ORG:British_Airways
84,2026-09-23T08:01:24+00:00,"When I attempt to log in, it says ""Oops, wrong match"". Same credentials work on browser on my phone. Is it my phone or the app?",account management,1,negative,1,9afe522c48fc30efb987a050295989c9,ingest,
85,2026-09-23T08:01:25+00:00,There's milkshake and then there's milkshake with Belgian chocolate chips - who fancies a shake? #MandSAmerican [URL],product question,1,neutral,1,b6a4fb16ab0ffd707529fbbf938b39f2,ingest,MISC:Belgian; MISC:MandSAmerican
86,2026-09-23T08:01:26+00:00,"Hello, we plan to support Microsoft Wallet next year. Please follow us for updates. ^MM",product question,1,neutral,1,449bac84076611cb2e53e2b502e3f826,ingest,MISC:Microsoft Wallet
87,2026-09-23T08:01:27+00:00,Bet you it will be the exact same in 6 months,complaint,1,negative,1,bf659e6b511c52abd8321399b6920e7a,ingest,
88,2026-09-23T08:01:28+00:00,🦄[NAME]🕯Room #[ID] HORRIBLE STAY [DATE] 🕯 [URL],complaint,1,negative,1,8210154e139d064cd4eba401c2721c19,ingest,PER:Miranda K.Duncan-Puritz
89,2026-09-23T08:01:29+00:00,Not at all.  It's tough to do much in so few characters.  DM is Direct Message.  So we can talk in detail. *[NAME],complaint,1,neutral,1,6fccec34c1688ea6e3f84aacf030f005,ingest,PER:JeffreyN
90,2026-09-23T08:01:30+00:00,"But a month after Irma, I still have no data. Smh @sprintcare",technical issue,1,negative,1,f6c90d753fdfc073b05c8054ebb8e6da,ingest,MISC:Irma; ORG:sprintcare
91,2026-09-23T08:01:31+00:00,"Wow. I fly a lot. But @AmericanAir is above the rest.  They care about people.  I fly 100,000 miles a year and they are the BEST.",praise and positive feedback,1,positive,1,820f4bef6b5038028fc22b69d2ddbb97,ingest,ORG:AmericanAir
92,2026-09-23T08:01:32+00:00,Yes our internet data is very slow in our area,technical issue,1,negative,1,7bbca2bca54591e568e3901cef6ad7a7,ingest,
93,2026-09-23T08:01:33+00:00,"As per our telecon, kindly provided convenient time to reach you on given contact number. Regards, [NAME].",complaint,1,neutral,1,7daf4876f5c48ddd50cbd5ee65304524,ingest,PER:Heetali
94,2026-09-23T08:01:34+00:00,"Glad to hear staff could help, you will be diverted via [LOCATION] and won't call [LOCATION]. -[NAME]",product question,1,positive,1,ffa92d0602d58cb023b1ff4cd9dfd826,ingest,LOC:Westbury; LOC:Temple Meads; PER:Andy
95,2026-09-23T08:01:35+00:00,ORDER# [ID] Product was not delivered to me but marked as delivered on the website. Amazon isn't refunding my money @12182,delivery and shipping,1,negative,1,05033db6f29c629025a2ec81419057b5,ingest,ORG:Amazon
96,2026-09-23T08:01:36+00:00,Thanks @glocare the problem has be resolved,praise and positive feedback,1,positive,1,20007ff2c82694ae5bfb95c05df75f75,ingest,ORG:glocare
97,2026-09-23T08:01:37+00:00,Its been almost 4 weeks waiting for a proper response. How hard can it be really?,complaint,1,negative,1,71222f7bbd5d969abe823f8f89e951ff,ingest,
98,2026-09-23T08:01:38+00:00,"Hi, [NAME]. Please let us know how we can assist you via this channel. *ABN",complaint,1,neutral,1,35d375e0c57e7ae0f3093dc10308c3a5,ingest,PER:Regina
99,2026-09-23T08:01:39+00:00,"@VirginAmerica Still eating, you ever gunna work on the?  You’ve ruined two airlines.",complaint,1,negative,1,fef1578232dc14e92082bb9ee1b7ed1c,ingest,ORG:VirginAmerica
100,2026-09-23T08:01:40+00:00,@28506 @116329 @118343 @116331 Epic😂 [URL],praise and positive feedback,1,positive,1,d512251354862876c9b09c116f3d6e98,ingest,
101,2026-09-23T08:01:41+00:00,to you than we'd like. Our Customer Relations team will be in touch ASAP. We appreciate your continued patience. ^[NAME] 2/2,complaint,1,neutral,1,b1db673aedfe41539f8bee24a52e6a7c,ingest,ORG:Customer Relations; PER:Steph
102,2026-09-23T08:01:42+00:00,So sorry you feel left down with the ticket policies in place.  *HEN,complaint,1,neutral,1,d64a4bce61e4c177461c9c27ca76d09d,ingest,
103,2026-09-23T08:01:43+00:00,@139927 I haven't had a problem until today ([DATE]). Guess the problem is not fixed...,technical issue,1,negative,1,9df6df6ff27d58b8b3ff129eabf4a833,ingest,
104,2026-09-23T08:01:44+00:00,That’s cool.  Do you know which services will benefit from the new trains?  I normally get the 8.30 service to [LOCATION] (and the 17.04 back to [LOCATION].  Be good to know if they will be using the new trains.,product question,1,neutral,1,99a5cdf45a0e6792bbe8e0a92dfc97c0,ingest,LOC:Reading; LOC:Newbury
105,2026-09-23T08:01:45+00:00,WARNING!!  DO NOT CALL - THEY HAVE NO AFFILIATION WITH YAHOO AND CANNOT HELP WITH YOUR PASSWORDS - FRAUD!! @14736 @twittersupport,account management,1,negative,1,ba1a8f5746f898026674de2ec7b0edb1,ingest,ORG:YAHOO; ORG:twittersupport
106,2026-09-23T08:01:46+00:00,You're most welcome! We're glad to hear that coming from you and that accomplishes what we strive for. :) ^MA,praise and positive feedback,1,positive,1,6bf5422ee1184bd43b00618e6784c4db,ingest,
107,2026-09-23T08:01:47+00:00,Get extra space for spreading the @118189 love with a tweet! Check out [URL],product question,1,neutral,1,e888c2c282744c577ca18a3cd123945b,ingest,
108,2026-09-23T08:01:48+00:00,Why has the price of your cucumbers gone up by over 10%?,billing and payments,1,negative,1,283017a14c6757be13492110b9ad4ef7,ingest,
109,2026-09-23T08:01:49+00:00,Really do not like this - EBay is composed of individuals who are trying to sale items; we are not a corporation so this should not be valid,complaint,1,negative,1,0c28423a88b5dbffd0d1ee2aec41efd0,ingest,ORG:EBay
110,2026-09-23T08:01:50+00:00,you call me im available,complaint,1,neutral,1,6d1d80e610f3bb5bf8726992fa9e5607,ingest,
111,2026-09-23T08:01:51+00:00,"Sorry for the trouble. We have noted your concern and we ensure the same will not be repeated in future. Regards,[NAME].",complaint,1,neutral,1,7f3ae8aff0ae91bb4d2e76ab467de327,ingest,PER:Sneha
112,2026-09-23T08:01:52+00:00,Ok. Will they contact with me?,complaint,1,neutral,1,af8323c1caea208ed92287823df9a106,ingest,
113,2026-09-23T08:01:53+00:00,@115830 361st day requesting any kind of response,complaint,1,negative,1,ab0f4b2ad58e75b56cea141b4fa180ee,ingest,
114,2026-09-23T08:01:54+00:00,And luggage being tagged by @British_Airways to wrong destination and don't care attitude! #NeveronBA (2/2),delivery and shipping,1,negative,1,d5fb9d24c0088806449e85b876046348,ingest,ORG:British_Airways
115,2026-09-23T08:01:55+00:00,just got these today and full of mould...nice!! Avoid the four cheese pasta sauce from M&amp;S!!!! #m&amp;s #marksandspencer #rank [URL],complaint,1,negative,1,aad5ca23ab7ca79428ebc324897596b2,ingest,ORG:M&amp;S
116,2026-09-23T08:01:56+00:00,"After doing a DM you will just leave the things in between, isn't it [URL]",complaint,1,negative,1,622777a636d4484c83fa4db24e3ce65f,ingest,
117,2026-09-23T08:01:57+00:00,#windows10 will not connect to a perfectly fine and working #wifi and I hate it and can't do my job. What's happening @116230 ?,technical issue,1,negative,1,92b3fc1fff9011a2150cbb34346d424b,ingest,MISC:windows10
118,2026-09-23T08:01:58+00:00,Sorry guys don’t mean to be a bother I need hel again,complaint,1,neutral,1,1bb4ba648613fd1b9979cdd1363678af,ingest,
119,2026-09-23T08:01:59+00:00,"I hope you run this again, I'm hopeful my eagles will make it to the Superbowl so I can take advantage of the deal.",billing and payments,1,positive,1,28e29a011934a6108c9d7699e27ef02d,ingest,ORG:eagles; MISC:Superbowl
120,2026-09-23T08:02:00+00:00,Account name- __email__,account management,1,neutral,1,ec5b33380408ca4965caa649e9034d49,ingest,
121,2026-09-23T08:02:01+00:00,@DunkinDonuts good one,praise and positive feedback,1,positive,1,a48377606f1b0436845c5dfd2ac63e31,ingest,
122,2026-09-23T08:02:02+00:00,"#OoohBabeh this is how you pick your mood up. From @68900 , meaty &amp; herby, sensational stuff! &amp; it's a big'n #TheWayTheSausageRolls [URL]",praise and positive feedback,1,positive,1,a8454595ab827670a75f90eabb09a677,ingest,
123,2026-09-23T08:02:03+00:00,I think it's the half fat tesco burgers. It said British beef burgers reduced fat on the label,product question,1,neutral,1,f22177c90e50cc50683d4d8db9bb2e6b,ingest,ORG:tesco; MISC:British
124,2026-09-23T08:02:04+00:00,"Due to current high volumes it's taking us longer to respond than we'd like, [NAME]. When you submitted your claim did you receive a 1/2",complaint,1,neutral,1,cea13b7601886b8461b0ff7d8c2856ba,ingest,PER:Ayden
125,2026-09-23T08:02:05+00:00,@194467 Thanks. This is why the policy needs to be clearer for all. It’s impossible to plan a journey and ambiguity causes grief for all train users,complaint,1,negative,1,f2be729573e01795df4e93d8655b158c,ingest,
126,2026-09-23T08:02:06+00:00,"Definitely not the experience we want for you, and we would be happy to help! We’d suggest opening an item not received request [URL] in order to be covered by our Money Back Guarantee! Let us know if you need help getting one open! ^LL",delivery and shipping,1,neutral,1,db5ae68ab6427856d9fa13eb9daaaacc,ingest,MISC:Money Back Guarantee
127,2026-09-23T08:02:07+00:00,happened. We've also told the Customer Experience team and try to ensure it doesn't happen again. ^[NAME] 2/2,complaint,1,neutral,1,c3515de5ad224651cd91627bc18ecd04,ingest,ORG:Customer Experience; PER:Julie
128,2026-09-23T08:02:08+00:00,Ok. Thank you. It's back up at 30mb. Not at full speed,technical issue,1,neutral,1,c94aff3ca5dc89fffe47b991e8269953,ingest,
129,2026-09-23T08:02:09+00:00,"@561969 You robots, u will never understand your customers concern.",complaint,1,negative,1,f6ed9ed10eaf1f4d95868477cdb631a7,ingest,
130,2026-09-23T08:02:10+00:00,Fuck @116827 worst customer service experience besides @115821 and theyre criminals... embarrassing,complaint,1,negative,1,d09dc5c7a41afc7e00c03d6bd6b215c9,ingest,
131,2026-09-23T08:02:11+00:00,hi can I get some direct support regarding my billing to prevent account suspension? My card has problem charging.,billing and payments,1,negative,1,2626833020b36c701934862dd565da45,ingest,
132,2026-09-23T08:02:12+00:00,My sincere apologies for the delay in a response on your claim. I will let you know what I find out as soon as I get a reply. *TJW,complaint,1,neutral,1,2737f890376d083f97061688127d076d,ingest,
133,2026-09-23T08:02:13+00:00,@702703 Fuck I remember this,product question,1,neutral,1,d2cb4613496801599bc000552e0ee9aa,ingest,
134,2026-09-23T08:02:14+00:00,"Hey, the cash back will be credited to the eligible customer’s card account latest by [DATE]. (1/2) ^GK",billing and payments,1,neutral,1,3409e9bc72a055fd473e63513b46aa44,ingest,
135,2026-09-23T08:02:15+00:00,2/2 these will be on sale today. Once they get back to me I will let you know. ^BT,product question,1,neutral,1,6597c02616309ea1f43df860b76edf45,ingest,
136,2026-09-23T08:02:16+00:00,"Hi, thx for reaching out to us. How can I help you(pls don't release any personal information or Card numbers)?^K",account management,1,neutral,1,b8e2861471d735a96a2b0a2f07f9cc43,ingest,
137,2026-09-23T08:02:17+00:00,Thanks! It's great to hear your thoughts about having a refresh button. We'll be sure to forward your feedback to the right team /TQ,product question,1,positive,1,0f223bfdf1d53b57442b973e8a219aa4,ingest,
138,2026-09-23T08:02:18+00:00,Ha. Comcast joke,complaint,1,negative,1,e99182d7961d27de1cfd80b42f2af435,ingest,ORG:Comcast
139,2026-09-23T08:02:19+00:00,"Not good, you can change the TU Go settings so that you don't get notifications (on the App), this should help.",technical issue,1,neutral,1,d134af94707f65674c617aac2511b1a6,ingest,MISC:TU Go
140,2026-09-23T08:02:20+00:00,"That's okay, [NAME]! We'll catch you in the skies next time. Hope you enjoyed your trip. ^KJ",praise and positive feedback,1,positive,1,be14aeb9df66eea61a3e12035a53cd21,ingest,PER:Cleondrya
